row	seed	threads	draw	outcome	moves	passes	time	fringe	closed	mvtree
5443	5443	16	1	0	116	2	0.2774	1732535	2676037	813318
5444	5444	16	1	0	109	2	0.04696	119367	184895	60970
5445	5445	16	1	0	112	2	0.749	3415202	6034537	2314046
5446	5446	16	1	0	124	2	0.6206	1666790	3883487	1449451
5447	5447	16	1	0	109	2	0.7929	3292338	5702313	2160704
5448	5448	16	1	0	112	2	0.1132	617446	846176	222616
5449	5449	16	1	0	100	2	0.04732	117334	208151	88309
5450	5450	16	1	0	106	2	0.09697	791187	1036135	241257
5451	5451	16	1	2			0.04877	0	34928	17395
5452	5452	16	1	0	102	1	0.3416	3505425	4562884	982498
5453	5453	16	1	0	102	1	0.1329	822769	1248617	381924
5454	5454	16	1	0	112	2	0.351	2104495	3148149	848857
5455	5455	16	1	0	104	2	0.06245	215112	411022	195848
5456	5456	16	1	0	111	2	0.04692	101699	143617	39958
5457	5457	16	1	0	102	1	0.07929	477712	686940	216324
5458	5458	16	1	0	120	2	1.931	9602394	14667849	4618191
5459	5459	16	1	0	105	2	0.09649	622442	915846	273261
5460	5460	16	1	0	110	2	0.1282	1001411	1270314	260246
5461	5461	16	1	0	113	2	0.09131	582561	834574	233910
5462	5462	16	1	2			2.486	0	8301621	4649230
5463	5463	16	1	0	120	2	1.606	8762349	13048552	3461846
5464	5464	16	1	3			87.99	28600292	285002949	150000011
5465	5465	16	1	2			0.4563	0	1742500	805245
5466	5466	16	1	0	101	1	0.04742	313067	413970	98570
5467	5467	16	1	0	105	2	0.1029	694567	1006788	247694
5468	5468	16	1	0	115	2	3.543	11548207	21129502	7502175
5469	5469	16	1	0	112	2	0.3476	2160477	3148351	812824
5470	5470	16	1	0	104	2	0.1884	1655483	2220198	558261
5471	5471	16	1	0	112	2	1.045	6313660	9196340	2452194
5472	5472	16	1	0	119	2	9.582	43164452	68439323	21779652
5473	5473	16	1	0	107	2	0.06088	367906	533612	152404
5474	5474	16	1	0	107	1	0.04737	142461	193233	51177
5475	5475	16	1	0	113	2	0.06974	331118	477901	129068
5476	5476	16	1	0	114	2	0.07878	340327	525658	164308
5477	5477	16	1	0	119	2	5.173	17766713	32309864	11260692
5478	5478	16	1	2			0.1131	0	437941	222890
5479	5479	16	1	0	107	2	0.156	724417	1129766	374335
5480	5480	16	1	0	118	2	2.297	9823508	16357521	5292213
5481	5481	16	1	0	132	2	0.1608	815272	1327032	398384
5482	5482	16	1	0	118	2	0.1276	558158	918999	329722
5483	5483	16	1	0	112	2	0.2753	1550311	2561493	925608
5484	5484	16	1	0	122	2	0.1549	599419	1134852	404005
5485	5485	16	1	0	96	1	0.2249	2748872	3345891	608159
5486	5486	16	1	0	113	2	0.5058	3061473	4698713	1463966
5487	5487	16	1	0	117	2	0.7824	4233463	6633659	2276864
5488	5488	16	1	0	100	1	0.341	3050860	3982522	918057
5489	5489	16	1	0	113	2	0.1665	661068	1229851	450071
5490	5490	16	1	0	109	2	0.3441	2171868	3351714	991930
5491	5491	16	1	0	117	2	2.237	11524564	17480497	5284339
5492	5492	16	1	0	106	1	0.1269	1307562	1610622	285935
5493	5493	16	1	0	117	2	6.587	26099267	44737921	13485240
5494	5494	16	1	0	119	3	0.08799	431237	699570	232768
5495	5495	16	1	0	125	3	0.2819	914437	1784077	661152
5496	5496	16	1	0	99	1	0.05787	518678	651853	134221
5497	5497	16	1	0	112	2	8.502	45662483	65596978	17263914
5498	5498	16	1	0	104	2	0.2284	1644792	2228146	541272
5499	5499	16	1	0	107	1	0.1283	836121	1292548	435097
5500	5500	16	1	0	116	2	4.473	20712715	31324312	9329526
5501	5501	16	1	0	102	1	0.1538	925740	1409215	460190
5502	5502	16	1	0	110	2	0.5158	3374536	4927010	1466209
5503	5503	16	1	0	106	2	0.237	1672112	2324614	619534
5504	5504	16	1	0	116	2	0.047	62793	119190	44463
5505	5505	16	1	2			0.04747	0	2587	1547
5506	5506	16	1	0	111	3	0.27	1677847	2511676	756626
5507	5507	16	1	0	126	3	0.05704	139959	325561	153672
5508	5508	16	1	0	111	2	0.4806	4001747	5548402	1387948
5509	5509	16	1	0	119	2	0.04701	116136	199346	63289
5510	5510	16	1	0	114	2	0.5607	2875467	4687292	1500597
5511	5511	16	1	0	108	1	0.5138	2288125	4119831	1397186
5512	5512	16	1	0	109	2	0.07197	296237	510083	196045
5513	5513	16	1	0	105	1	0.2827	1429650	2333846	807079
5514	5514	16	1	2			0.0469	0	23234	11074
5515	5515	16	1	0	99	1	0.04839	24637	40377	17498
5516	5516	16	1	0	117	2	0.9042	5809351	8233834	2225335
5517	5517	16	1	0	126	3	0.04792	27104	94998	49526
5518	5518	16	1	0	116	2	0.7969	4371367	6612035	1863321
5519	5519	16	1	0	125	3	1.015	2553961	5745702	2482169
5520	5520	16	1	0	130	3	0.2579	515861	1255494	595217
5521	5521	16	1	0	109	2	2.385	11055533	16874284	5066224
5522	5522	16	1	0	114	2	0.05972	309488	482709	156505
5523	5523	16	1	0	112	2	1.188	2948939	6599524	2569489
5524	5524	16	1	0	115	2	0.4209	2455579	3515402	920396
5525	5525	16	1	0	104	1	0.1832	1633018	2155389	511709
5526	5526	16	1	0	112	2	0.1034	346023	683415	257266
5527	5527	16	1	0	109	2	0.1356	687922	1101171	335279
5528	5528	16	1	0	117	2	1.125	5630175	8832778	2776604
5529	5529	16	1	2			13.9	0	44459880	21711341
5530	5530	16	1	0	110	1	0.2706	2332467	3091678	777522
5531	5531	16	1	0	115	2	0.1516	923686	1441746	473177
5532	5532	16	1	0	107	2	0.1219	841750	1193175	331549
5533	5533	16	1	0	107	2	0.1229	955441	1317553	342276
5534	5534	16	1	0	117	2	0.3472	2216939	3349344	1025208
5535	5535	16	1	0	124	3	0.1466	114739	675690	316865
5536	5536	16	1	0	115	2	3.525	18799010	29145215	8620209
5537	5537	16	1	0	120	2	0.7237	4512461	6877236	2194442
5538	5538	16	1	0	101	1	0.5438	5763050	7205617	1436613
5539	5539	16	1	0	112	2	0.04704	80802	183998	76715
5540	5540	16	1	0	110	2	0.1519	990417	1354741	325435
5541	5541	16	1	0	97	1	0.09145	694564	966495	266782
5542	5542	16	1	0	102	2	1.953	12085333	16346813	4101460
5543	5543	16	1	0	118	2	0.4713	3114950	4487358	1308668
5544	5544	16	1	0	106	2	1.555	8312047	11710315	3476440
5545	5545	16	1	0	112	2	0.6611	2192214	4558532	1536126
5546	5546	16	1	0	109	1	0.8923	3525804	6157723	2272873
5547	5547	16	1	0	113	1	0.1096	478252	759856	263142
5548	5548	16	1	0	110	2	0.07074	321606	466842	120647
5549	5549	16	1	0	110	1	0.08878	443983	678296	206023
5550	5550	16	1	0	101	1	0.7183	3712027	6330339	2071740
5551	5551	16	1	0	113	2	0.9979	6540892	8983468	2488656
5552	5552	16	1	0	109	2	0.4634	1293942	2793980	1242036
5553	5553	16	1	0	122	2	5.219	19202428	34035444	11024629
5554	5554	16	1	0	115	2	0.06045	280857	452874	146914
5555	5555	16	1	0	111	1	0.1704	619320	1100217	363523
5556	5556	16	1	0	112	2	0.2187	1436852	2083447	609665
5557	5557	16	1	0	106	2	0.2459	2148612	2864996	663609
5558	5558	16	1	0	110	2	0.2049	2037808	2567070	531755
5559	5559	16	1	0	121	2	0.1648	1105636	1619732	422105
5560	5560	16	1	0	113	2	1.055	7112549	9778517	2534341
5561	5561	16	1	0	112	2	0.1553	839762	1159197	301727
5562	5562	16	1	0	127	3	0.2785	550755	1539922	786908
5563	5563	16	1	2			0.2483	0	1011002	489458
5564	5564	16	1	0	120	2	1.365	6009791	9697347	3304583
5565	5565	16	1	0	121	3	0.04806	27189	46804	17793
5566	5566	16	1	0	118	2	0.1362	397751	782953	329321
5567	5567	16	1	0	113	2	0.04818	68747	106858	36320
5568	5568	16	1	0	108	2	0.04692	17178	42304	20245
5569	5569	16	1	0	116	2	1.948	7684970	13207919	4598201
5570	5570	16	1	2			23.85	0	75930680	43978237
5571	5571	16	1	0	118	2	3.166	16980550	25374369	7356144
5572	5572	16	1	0	114	2	1.307	7754415	11078276	2775972
5573	5573	16	1	0	109	2	1.881	9314699	13886838	4049129
5574	5574	16	1	0	106	2	0.04868	331287	451119	113026
5575	5575	16	1	0	96	1	0.2025	1366899	1824762	427152
5576	5576	16	1	0	112	2	1.329	10443497	13371568	2908876
5577	5577	16	1	0	110	2	0.2967	1303430	2087663	687972
5578	5578	16	1	0	100	1	0.1416	758203	1253242	425686
5579	5579	16	1	0	105	1	0.0671	450450	624671	161223
5580	5580	16	1	0	115	2	1.659	8808436	13599174	4032179
5581	5581	16	1	0	137	3	0.1187	240879	634978	273434
5582	5582	16	1	0	106	1	0.9428	6048653	8566254	2338592
5583	5583	16	1	0	100	1	0.2611	2283999	2811420	515280
5584	5584	16	1	0	115	2	0.2966	825537	1860002	816461
5585	5585	16	1	2			0.5843	0	2332986	1141098
5586	5586	16	1	0	110	2	0.04703	18866	39756	14730
5587	5587	16	1	0	106	2	0.0802	244443	390698	132564
5588	5588	16	1	0	109	1	0.0951	489112	705688	194092
5589	5589	16	1	0	117	2	1.554	6475478	11150148	3747597
5590	5590	16	1	0	117	2	0.3347	1478351	2414678	793786
5591	5591	16	1	0	122	2	2.174	2133864	9459652	3892163
5592	5592	16	1	0	117	2	0.0905	435172	719438	256950
5593	5593	16	1	0	112	2	0.2505	1312166	1970101	566968
5594	5594	16	1	0	106	2	0.07662	276322	526311	210580
5595	5595	16	1	2			0.1615	0	600336	287734
5596	5596	16	1	0	101	1	0.09993	353929	724556	263286
5597	5597	16	1	0	107	1	0.365	2625241	3783602	1101765
5598	5598	16	1	0	111	1	0.05772	289733	468895	144179
5599	5599	16	1	0	129	2	3.351	9443871	20225971	8425639
5600	5600	16	1	0	108	2	0.1603	636084	1129518	377724
5601	5601	16	1	0	96	1	0.04822	102206	126210	24435
5602	5602	16	1	0	107	1	0.0838	412673	659748	241264
5603	5603	16	1	2			1.731	0	6056524	2999226
5604	5604	16	1	0	130	3	0.05753	155095	337746	145030
5605	5605	16	1	0	109	1	0.05124	251568	356294	94187
5606	5606	16	1	0	111	2	3.067	9259660	18405300	7138166
5607	5607	16	1	0	103	1	0.2809	2492424	3193936	702846
5608	5608	16	1	0	122	2	1.126	6001434	8895790	2678938
5609	5609	16	1	0	129	2	1.99	11910621	16786555	4661578
5610	5610	16	1	0	99	1	0.2995	2495301	3329433	787339
5611	5611	16	1	0	110	2	1.66	10384588	14277913	3566214
5612	5612	16	1	0	104	1	0.4909	4368356	5644456	1165286
5613	5613	16	1	0	107	2	0.04728	95830	180157	70577
5614	5614	16	1	0	99	1	0.04731	35308	66861	31145
5615	5615	16	1	0	111	2	0.04851	116542	188487	66428
5616	5616	16	1	0	125	3	0.04795	34793	50760	12904
5617	5617	16	1	0	103	1	0.04712	56719	73786	17115
5618	5618	16	1	2			0.407	0	1687070	732565
5619	5619	16	1	0	99	1	1.755	14185763	17896491	3660995
5620	5620	16	1	0	116	2	4.462	27907870	37795040	9494498
5621	5621	16	1	0	108	1	1.679	12550856	16277272	3526451
5622	5622	16	1	0	119	2	11.92	45694817	75775737	24487587
5623	5623	16	1	0	112	2	0.3413	2379639	3289792	887124
5624	5624	16	1	0	112	2	0.04717	177390	294236	95721
5625	5625	16	1	0	134	3	0.04721	100979	192313	72873
5626	5626	16	1	0	105	1	0.1388	615548	1072342	383840
5627	5627	16	1	0	103	1	0.05023	390928	493667	99714
5628	5628	16	1	2			0.9979	0	3540439	1981365
5629	5629	16	1	0	123	2	2.03	3961171	10385711	4243495
5630	5630	16	1	0	114	2	5.732	19495257	35788028	12826815
5631	5631	16	1	0	102	1	0.2378	1881650	2509807	601353
5632	5632	16	1	0	110	2	0.04725	203082	267648	63367
5633	5633	16	1	0	108	2	0.1853	684875	1281812	459624
5634	5634	16	1	2			0.04702	0	105899	52256
5635	5635	16	1	0	103	1	0.04754	156071	261429	94005
5636	5636	16	1	0	113	2	0.1926	504867	1236937	543168
5637	5637	16	1	0	109	2	0.09831	371271	726375	274969
5638	5638	16	1	0	107	2	0.2988	2585173	3550392	865965
5639	5639	16	1	0	119	2	0.09254	351610	668629	277006
5640	5640	16	1	0	106	2	0.362	2379991	3474152	974881
5641	5641	16	1	0	120	2	0.1254	695691	1124456	358680
5642	5642	16	1	2			0.04813	0	19133	7586
5643	5643	16	1	0	110	2	0.1219	661634	1080435	357295
5644	5644	16	1	0	107	1	0.06871	451960	639738	178568
5645	5645	16	1	0	118	2	1.577	6652840	11186930	3395241
5646	5646	16	1	0	119	2	0.3738	825041	2075070	866380
5647	5647	16	1	0	115	2	7.853	21774554	45167619	15921608
5648	5648	16	1	2			1.679	0	5831753	3198724
5649	5649	16	1	0	108	2	0.0488	191670	324985	115724
5650	5650	16	1	0	109	2	0.04724	22010	32681	10764
5651	5651	16	1	0	103	2	0.6017	4631555	6208576	1459457
5652	5652	16	1	2			0.3963	0	1469376	583276
5653	5653	16	1	0	112	2	1.444	5608128	9482504	3121455
5654	5654	16	1	0	110	1	0.4639	2643031	3973482	1139963
5655	5655	16	1	0	107	1	0.2684	2028098	2839353	767592
5656	5656	16	1	0	114	2	0.09751	463714	763697	265080
5657	5657	16	1	0	113	2	1.421	6103355	10163079	3219882
5658	5658	16	1	0	109	2	1.453	7117716	10904513	3209669
5659	5659	16	1	0	141	4	0.2807	350618	1310776	746047
5660	5660	16	1	0	105	1	0.7663	3701981	6388537	2698146
5661	5661	16	1	0	97	1	0.1195	515320	776879	213467
5662	5662	16	1	0	114	2	2.821	5833505	14853619	5227306
5663	5663	16	1	0	101	2	1.309	10093793	12860110	2599725
5664	5664	16	1	0	108	2	0.2592	671209	1414721	651900
5665	5665	16	1	0	118	2	0.9851	5080943	7994317	2600493
5666	5666	16	1	2			30.95	0	94789539	48458163
5667	5667	16	1	0	117	2	0.3037	1802509	2662763	809333
5668	5668	16	1	0	110	2	0.0668	362534	582139	197914
5669	5669	16	1	0	118	2	0.3161	940075	2112367	803514
5670	5670	16	1	0	104	1	0.271	2251404	3140950	769742
5671	5671	16	1	0	110	2	1.923	10745260	14896444	3755464
5672	5672	16	1	0	111	2	0.0901	409341	695223	264899
5673	5673	16	1	0	114	2	0.06791	230679	381822	137282
5674	5674	16	1	0	119	2	0.2766	1351694	2263954	790085
5675	5675	16	1	0	131	3	0.09668	327001	681428	279317
5676	5676	16	1	0	95	1	2.271	17430412	22127457	5037522
5677	5677	16	1	0	117	2	0.1098	414033	746336	239117
5678	5678	16	1	0	114	2	0.2045	909549	1451859	465092
5679	5679	16	1	0	123	2	2.945	8897013	17664999	6488575
5680	5680	16	1	0	114	2	2.136	5863648	12106868	4210468
5681	5681	16	1	0	119	2	0.5643	989726	3079051	1425652
5682	5682	16	1	0	113	2	0.3012	1963730	2760936	714275
5683	5683	16	1	0	107	2	0.1666	1070188	1574948	502840
5684	5684	16	1	0	115	2	0.8478	4551911	7180895	2186330
5685	5685	16	1	0	112	1	0.7288	4382901	6626557	1885580
5686	5686	16	1	0	115	2	0.2639	1250164	1896204	588007
5687	5687	16	1	2			0.04995	0	175409	81302
5688	5688	16	1	2			0.047	0	72715	36489
5689	5689	16	1	0	111	2	0.09735	642476	971982	333330
5690	5690	16	1	0	141	3	0.5571	1392184	3531912	1595582
5691	5691	16	1	2			41.85	0	122752383	65418271
5692	5692	16	1	0	105	1	0.4233	2687013	4054416	1287241
5693	5693	16	1	0	100	1	0.1092	1051507	1364002	301220
5694	5694	16	1	0	137	4	0.06752	106541	326452	152008
5695	5695	16	1	0	127	2	0.4669	1945662	3707483	1285574
5696	5696	16	1	0	100	1	0.1554	1511487	1910438	388034
5697	5697	16	1	0	110	2	0.07751	498394	674820	186958
5698	5698	16	1	0	94	1	0.047	110356	138008	28876
5699	5699	16	1	0	121	2	0.7445	4636571	7101917	2020422
5700	5700	16	1	0	107	2	0.285	1733378	2443140	657992
5701	5701	16	1	0	121	2	0.04701	126685	197680	56273
5702	5702	16	1	0	119	2	0.4531	2063469	3618653	1353330
5703	5703	16	1	0	114	2	2.235	9352110	14837147	4882263
5704	5704	16	1	0	125	2	0.2768	1311897	2193749	822649
5705	5705	16	1	0	113	2	1.46	7763494	11752589	3149237
5706	5706	16	1	0	105	2	0.04731	242629	350982	99624
5707	5707	16	1	0	110	2	0.0471	15947	22647	6878
5708	5708	16	1	0	109	2	0.5084	3049423	4728588	1507083
5709	5709	16	1	0	97	1	0.04708	66428	82023	16466
5710	5710	16	1	0	94	1	0.04732	37247	52946	16078
5711	5711	16	1	2			0.04807	0	90815	39229
5712	5712	16	1	0	109	1	1.543	9274326	13168697	3456496
5713	5713	16	1	0	146	4	0.3282	1195729	2302774	823340
5714	5714	16	1	0	99	1	0.2945	1838002	2656118	670132
5715	5715	16	1	0	107	2	0.5894	5412250	7236883	1709125
5716	5716	16	1	2			0.2006	0	725470	266410
5717	5717	16	1	2			0.04712	0	8935	3382
5718	5718	16	1	0	121	2	2.691	14714954	21860222	6205137
5719	5719	16	1	0	99	1	0.05018	55590	69764	14738
5720	5720	16	1	0	115	2	3.512	10498955	20231977	7326703
5721	5721	16	1	0	106	1	0.1189	1128485	1458545	328799
5722	5722	16	1	0	106	1	0.1493	976086	1333108	338774
5723	5723	16	1	2			0.417	0	1787590	689910
5724	5724	16	1	0	108	2	0.06284	364002	544641	171157
5725	5725	16	1	2			99.76	0	268463187	141850596
5726	5726	16	1	0	158	4	0.2502	281953	1162900	553568
5727	5727	16	1	0	100	1	0.04705	100331	140344	34072
5728	5728	16	1	0	108	2	1.735	10713823	14860165	3510970
5729	5729	16	1	0	101	1	0.5976	4313951	6012377	1769460
5730	5730	16	1	0	109	1	0.1238	635436	934443	280218
5731	5731	16	1	0	104	1	0.2402	543156	1424784	756106
5732	5732	16	1	0	114	2	0.047	71332	125380	39441
5733	5733	16	1	0	108	2	0.9442	4700770	7768714	2487639
5734	5734	16	1	2			2.867	0	10107683	6135420
5735	5735	16	1	0	113	2	0.9896	4282895	7296488	2277624
5736	5736	16	1	0	106	2	0.243	948453	1643182	502453
5737	5737	16	1	0	107	2	0.1267	732189	1164916	396327
5738	5738	16	1	3			71.81	44641585	253689085	150000020
5739	5739	16	1	0	104	1	0.2302	1729233	2436132	612131
5740	5740	16	1	0	107	2	0.09618	900263	1155652	249098
5741	5741	16	1	0	114	2	0.8114	2785166	5470463	2140805
5742	5742	16	1	0	96	1	0.1693	1202402	1592575	390863
5743	5743	16	1	0	110	1	0.102	698850	1015292	334185
5744	5744	16	1	0	114	2	8.901	26182985	53413610	20715275
5745	5745	16	1	0	112	2	0.07562	323286	539811	184753
5746	5746	16	1	0	107	1	0.8269	3063145	5612937	2184887
5747	5747	16	1	0	103	1	0.1407	1192907	1473571	290231
5748	5748	16	1	0	106	1	0.4323	4297388	5673579	1260271
5749	5749	16	1	0	114	2	2.473	11573298	18017513	5338005
5750	5750	16	1	2			0.04779	0	51553	19122
5751	5751	16	1	0	99	1	0.2482	2178972	2789161	658216
5752	5752	16	1	0	119	2	0.1501	814216	1348944	450257
5753	5753	16	1	0	113	2	3.439	10815341	19898873	6812951
5754	5754	16	1	0	106	2	0.2221	638729	1329333	576021
5755	5755	16	1	0	106	2	0.04809	119013	183246	57414
5756	5756	16	1	0	121	3	1.791	9385175	14410942	4287550
5757	5757	16	1	2			0.08289	0	310667	119669
5758	5758	16	1	0	110	2	0.2823	1785637	2602903	759094
5759	5759	16	1	0	117	2	0.2877	2110197	3069671	804428
5760	5760	16	1	0	108	2	1.133	7168698	10292670	3015488
5761	5761	16	1	0	114	2	0.2881	1332298	2103378	694123
5762	5762	16	1	0	107	2	0.04711	115027	150633	33643
5763	5763	16	1	0	117	2	1.896	12998697	17929368	4583068
5764	5764	16	1	0	124	2	0.3302	1148227	2256129	851199
5765	5765	16	1	0	114	2	1.184	6200073	9489350	3044398
5766	5766	16	1	0	109	2	0.05059	250368	341340	82611
5767	5767	16	1	0	122	2	0.365	1843355	2918948	976100
5768	5768	16	1	2			3.397	0	11960876	5641072
5769	5769	16	1	0	97	1	0.155	1118000	1518211	397080
5770	5770	16	1	0	104	1	0.3234	2290193	3259791	943447
5771	5771	16	1	0	106	1	2.601	12823976	19589928	5638952
5772	5772	16	1	0	122	2	0.8221	4776586	7206709	2042747
5773	5773	16	1	0	107	2	0.8414	4775472	6873824	2023534
5774	5774	16	1	0	111	2	0.05114	141400	247985	85718
5775	5775	16	1	2			0.082	0	244216	107800
5776	5776	16	1	0	132	2	0.4744	2389908	3928857	1319783
5777	5777	16	1	0	109	2	0.2789	1197427	2078209	753379
5778	5778	16	1	0	117	2	0.1492	878664	1343794	394112
5779	5779	16	1	0	114	2	0.1468	606609	1128206	400151
5780	5780	16	1	2			43.31	0	116076746	51216915
5781	5781	16	1	0	117	2	0.09808	436227	763213	266779
5782	5782	16	1	0	112	2	0.04774	104046	185003	59717
5783	5783	16	1	0	120	2	2.61	11152032	17748812	5966046
5784	5784	16	1	0	101	1	0.1299	1071079	1420561	330244
5785	5785	16	1	0	107	2	0.1285	813110	1123937	278246
5786	5786	16	1	0	114	2	0.6362	1576407	3987505	1573963
5787	5787	16	1	0	105	1	1.062	8200840	10753493	2452120
5788	5788	16	1	0	104	1	0.2638	1511507	2118576	520216
5789	5789	16	1	0	127	3	0.05575	290334	455900	154875
5790	5790	16	1	0	114	2	0.2777	2428378	3184953	769614
5791	5791	16	1	0	106	2	0.06707	289426	479192	165268
5792	5792	16	1	0	114	2	0.1032	407981	719382	250347
5793	5793	16	1	0	118	2	0.04989	337741	460511	111952
5794	5794	16	1	0	111	2	3.384	17182927	27113556	8332165
5795	5795	16	1	0	132	3	0.04799	58601	110696	43535
5796	5796	16	1	0	98	1	0.04752	171267	281608	97613
5797	5797	16	1	2			0.2092	0	726672	376804
5798	5798	16	1	0	100	2	0.04696	179111	313877	121007
5799	5799	16	1	0	109	1	0.3765	2889229	4102528	1077484
5800	5800	16	1	0	101	1	0.4578	3205980	4811183	1552615
5801	5801	16	1	2			0.04703	0	129941	67456
5802	5802	16	1	0	113	2	0.452	1592908	3245533	1256208
5803	5803	16	1	0	127	3	0.09479	166036	474710	209441
5804	5804	16	1	2			0.8138	0	2853285	1540963
5805	5805	16	1	0	112	2	1.466	5093073	9068284	3319048
5806	5806	16	1	0	116	2	1.156	5168976	8291847	2463352
5807	5807	16	1	0	111	2	0.0637	268939	399661	114059
5808	5808	16	1	0	110	2	2.812	11217788	18459582	6107944
5809	5809	16	1	0	109	2	0.04914	121247	269234	94469
5810	5810	16	1	0	107	1	1.466	9647049	13372502	3572927
5811	5811	16	1	0	114	1	0.6346	5038347	6978802	1744894
5812	5812	16	1	0	120	2	0.9146	7040395	9220540	1958614
5813	5813	16	1	0	110	2	0.1289	444511	750043	244765
5814	5814	16	1	0	108	2	0.912	4400151	7045343	2390599
5815	5815	16	1	0	119	2	0.7835	3482764	5846281	1867307
5816	5816	16	1	0	108	2	0.04747	43890	66737	19252
5817	5817	16	1	0	107	2	0.1393	1005981	1258384	263172
5818	5818	16	1	0	104	2	0.04715	123293	202774	70715
5819	5819	16	1	0	121	2	0.04755	150028	277168	100390
5820	5820	16	1	0	104	2	0.09537	885446	1150997	263374
5821	5821	16	1	0	113	2	0.4076	3158645	4476490	1327503
5822	5822	16	1	2			13.57	0	45529026	23898860
5823	5823	16	1	0	109	2	0.06463	381738	578414	192581
5824	5824	16	1	0	115	2	0.1998	599786	1214730	464917
5825	5825	16	1	0	110	2	0.5779	3613585	5561736	1576135
5826	5826	16	1	0	118	2	3.888	10396638	21823403	8355934
5827	5827	16	1	0	92	1	0.04843	85266	117062	31480
5828	5828	16	1	0	121	2	0.8387	3658687	6289964	2039914
5829	5829	16	1	0	135	3	0.2034	579235	1150526	460988
5830	5830	16	1	2			0.5322	0	2160980	1157238
5831	5831	16	1	0	106	1	0.04701	50879	67332	16375
5832	5832	16	1	0	107	1	1.298	6223275	9526890	2875338
5833	5833	16	1	0	116	2	0.4409	1732973	2968997	1021820
5834	5834	16	1	0	118	2	1.186	5118510	8724914	3454887
5835	5835	16	1	0	116	2	2.289	9511888	16072312	5351587
5836	5836	16	1	0	102	2	0.04773	293983	381383	93657
5837	5837	16	1	0	99	1	0.3386	2177429	3174029	889461
5838	5838	16	1	0	104	1	0.09045	500259	801362	257369
5839	5839	16	1	0	111	2	0.4551	1380086	3142890	1210399
5840	5840	16	1	0	103	1	0.3475	2328749	3306820	779238
5841	5841	16	1	0	115	2	0.3224	1459809	2508604	847937
5842	5842	16	1	0	118	2	0.3074	1546318	2624620	863615
5843	5843	16	1	0	118	2	0.04701	88798	139744	47807
5844	5844	16	1	0	108	2	1.41	10051007	13294787	3288774
5845	5845	16	1	0	109	2	2.477	13514370	20008049	5592440
5846	5846	16	1	0	109	2	0.1707	1090430	1562136	427578
5847	5847	16	1	0	109	2	2.369	16123539	21525745	4983632
5848	5848	16	1	0	99	1	0.04939	219454	352764	121416
5849	5849	16	1	0	105	1	0.1119	674830	942761	236186
5850	5850	16	1	0	117	2	0.2542	1145704	1940893	677458
5851	5851	16	1	0	119	2	0.558	3270805	5253077	1553676
5852	5852	16	1	0	114	2	0.4774	2416035	3916083	1246605
5853	5853	16	1	2			0.04697	0	94623	52545
5854	5854	16	1	0	130	3	1.534	5499463	9587858	3684101
5855	5855	16	1	0	106	2	1.537	6785777	11016618	3922226
5856	5856	16	1	0	109	2	2.1	11662261	16549447	4580199
5857	5857	16	1	0	97	1	2.225	13079263	18222636	4637313
5858	5858	16	1	0	110	1	2.701	11542658	20314368	8472738
5859	5859	16	1	0	108	2	0.7045	4630189	6780611	1829950
5860	5860	16	1	0	115	2	0.1031	458501	699982	215637
5861	5861	16	1	0	113	2	0.2476	992531	1788986	683346
5862	5862	16	1	0	120	2	0.5348	1808150	3793669	1520740
5863	5863	16	1	0	108	1	0.05788	405738	532260	119996
5864	5864	16	1	0	109	2	1.511	5000216	8755465	2580430
5865	5865	16	1	0	110	2	0.1254	551294	985413	258858
5866	5866	16	1	2			0.2804	0	986566	552768
5867	5867	16	1	0	117	2	1.177	5449723	8447136	2674020
5868	5868	16	1	0	111	1	5.152	30916397	44225597	12276797
5869	5869	16	1	0	111	2	0.3262	1894634	2803763	831216
5870	5870	16	1	0	127	2	0.1874	1827402	2358412	561855
5871	5871	16	1	2			0.08668	0	347347	192474
5872	5872	16	1	0	113	3	2.43	3287273	10702102	4820252
5873	5873	16	1	0	121	2	0.04861	250910	373783	123487
5874	5874	16	1	0	110	2	0.5321	2541034	4282023	1347561
5875	5875	16	1	0	97	1	0.04798	129828	230163	86017
5876	5876	16	1	0	102	1	0.05369	173599	300668	118101
5877	5877	16	1	0	112	2	0.07805	272123	428540	143104
5878	5878	16	1	0	101	1	0.04936	136107	255909	105170
5879	5879	16	1	0	114	2	3.31	16017628	24906455	7708883
5880	5880	16	1	0	113	2	0.3533	1812888	2717768	792551
5881	5881	16	1	0	113	2	2.409	12029237	17703372	4868419
5882	5882	16	1	0	103	1	1.056	6762549	9714834	2832294
5883	5883	16	1	0	114	2	0.5014	1983465	3635551	1291424
5884	5884	16	1	0	110	2	0.08997	561553	812930	218944
5885	5885	16	1	2			3.271	0	11751746	5720965
5886	5886	16	1	0	119	2	3.202	10493363	20324902	7505653
5887	5887	16	1	0	123	2	5.546	17952691	34899127	12998160
5888	5888	16	1	0	105	1	1.658	8595502	13375273	4660671
5889	5889	16	1	0	111	2	0.3372	1691923	2669542	802299
5890	5890	16	1	0	110	1	2.697	12516576	19502470	7183626
5891	5891	16	1	0	118	2	0.4768	2291596	3849937	1289751
5892	5892	16	1	0	112	2	0.3568	2952088	3955805	895710
5893	5893	16	1	2			0.487	0	1985746	1195249
5894	5894	16	1	0	108	2	0.2684	1853324	2714473	809204
5895	5895	16	1	0	100	1	0.04715	146819	191850	46714
