row	seed	threads	draw	outcome	moves	states	time	passes
1461	1461498	4	1	2	0	1267466	3.64132	-1
1462	1462335	4	1	2	0	28611	0.153487	-1
1463	1463172	4	1	0	96	426072	1.16578	1
1464	1464009	4	1	2	0	15469	0.123435	-1
1465	1464846	4	1	2	0	154978	0.549027	-1
1466	1465683	4	1	2	0	63698	0.281088	-1
1467	1466520	4	1	2	0	130	0.120785	-1
1468	1467357	4	1	2	0	8187	0.123189	-1
1469	1468194	4	1	2	0	459113	1.59106	-1
1470	1469031	4	1	2	0	472959	1.65133	-1
1471	1469868	4	1	2	0	6696	0.121448	-1
1472	1470705	4	1	2	0	5738	0.123407	-1
1473	1471542	4	1	2	0	5325	0.12518	-1
1474	1472379	4	1	0	106	751632	2.34263	1
1475	1473216	4	1	2	0	147267	0.455475	-1
1476	1474053	4	1	2	0	1145	0.120529	-1
1477	1474890	4	1	0	109	167163	0.552409	1
1478	1475727	4	1	2	0	321961	1.00662	-1
1479	1476564	4	1	2	0	30733	0.173139	-1
1480	1477401	4	1	2	0	527831	1.67464	-1
1481	1478238	4	1	2	0	4810	0.123061	-1
1482	1479075	4	1	2	0	103	0.123976	-1
1483	1479912	4	1	0	107	234747	0.759218	1
1484	1480749	4	1	0	109	603097	1.91066	1
1485	1481586	4	1	2	0	153092	0.55821	-1
1486	1482423	4	1	2	0	54393	0.280369	-1
1487	1483260	4	1	0	105	1049556	2.5486	1
1488	1484097	4	1	2	0	195952	0.720979	-1
1489	1484934	4	1	0	104	1077810	2.74595	1
1490	1485771	4	1	2	0	5918	0.121104	-1
1491	1486608	4	1	0	98	263651	0.900276	1
1492	1487445	4	1	0	102	29259165	48.5815	1
1493	1488282	4	1	0	104	326421	1.2449	1
1494	1489119	4	1	2	0	81964	0.347956	-1
1495	1489956	4	1	0	110	73003	0.268626	1
1496	1490793	4	1	0	105	631589	1.9122	1
1497	1491630	4	1	0	97	161931	0.525961	1
1498	1492467	4	1	2	0	28704	0.160777	-1
1499	1493304	4	1	2	0	471335	1.55415	-1
1500	1494141	4	1	2	0	17497	0.12331	-1
1501	1494978	4	1	2	0	131	0.120545	-1
1502	1495815	4	1	0	102	305222	1.00669	1
1503	1496652	4	1	2	0	10907	0.125593	-1
1504	1497489	4	1	2	0	18877	0.128282	-1
1505	1498326	4	1	2	0	4235	0.119975	-1
1506	1499163	4	1	2	0	13625	0.123804	-1
1507	1500000	4	1	2	0	206996	0.727219	-1
1508	1500837	4	1	0	109	1764098	4.18365	1
1509	1501674	4	1	2	0	18804	0.123437	-1
1510	1502511	4	1	2	0	5689	0.123312	-1
1511	1503348	4	1	2	0	1112263	2.98462	-1
1512	1504185	4	1	2	0	136889	0.622605	-1
1513	1505022	4	1	2	0	39418	0.221357	-1
1514	1505859	4	1	2	0	34904	0.20253	-1
1515	1506696	4	1	2	0	2887	0.123031	-1
1516	1507533	4	1	2	0	78099	0.304489	-1
1517	1508370	4	1	0	95	157583	0.499566	1
1518	1509207	4	1	0	104	2774285	5.86933	1
1519	1510044	4	1	2	0	90838	0.383027	-1
1520	1510881	4	1	0	96	586711	1.58991	1
1521	1511718	4	1	0	113	4678345	9.90698	1
1522	1512555	4	1	2	0	59734	0.258525	-1
1523	1513392	4	1	2	0	5979	0.126671	-1
1524	1514229	4	1	0	106	50579	0.202741	1
1525	1515066	4	1	0	96	329388	0.91779	1
1526	1515903	4	1	0	110	1392295	3.02212	1
1527	1516740	4	1	0	104	144453	0.507929	1
1528	1517577	4	1	2	0	11459	0.122108	-1
1529	1518414	4	1	0	113	793213	2.09256	1
1530	1519251	4	1	2	0	426	0.117992	-1
1531	1520088	4	1	2	0	115541	0.416832	-1
1532	1520925	4	1	2	0	111	0.117816	-1
1533	1521762	4	1	2	0	6745	0.121396	-1
1534	1522599	4	1	2	0	1337	0.119617	-1
1535	1523436	4	1	2	0	1749932	4.5108	-1
1536	1524273	4	1	2	0	11772	0.124039	-1
1537	1525110	4	1	2	0	291058	1.04671	-1
1538	1525947	4	1	0	94	3764639	6.57902	1
1539	1526784	4	1	2	0	42754	0.227494	-1
1540	1527621	4	1	2	0	7368	0.123129	-1
1541	1528458	4	1	2	0	9270	0.122408	-1
1542	1529295	4	1	2	0	6572	0.119783	-1
1543	1530132	4	1	2	0	748	0.118138	-1
1544	1530969	4	1	0	102	2296077	4.41886	1
1545	1531806	4	1	2	0	207016	0.697189	-1
1546	1532643	4	1	2	0	114042	0.456642	-1
1547	1533480	4	1	0	105	1084765	2.76756	1
1548	1534317	4	1	2	0	121160	0.42923	-1
1549	1535154	4	1	2	0	28571	0.153871	-1
1550	1535991	4	1	2	0	8001	0.121888	-1
1551	1536828	4	1	0	116	1682078	4.01635	1
1552	1537665	4	1	2	0	616522	1.86936	-1
1553	1538502	4	1	0	93	19921	0.118061	1
1554	1539339	4	1	2	0	39901	0.186517	-1
1555	1540176	4	1	2	0	68539	0.282109	-1
1556	1541013	4	1	2	0	514952	1.6148	-1
1557	1541850	4	1	2	0	37755	0.215365	-1
1558	1542687	4	1	2	0	666	0.124409	-1
1559	1543524	4	1	0	102	3167774	5.6367	1
1560	1544361	4	1	0	105	2752221	5.95021	1
1561	1545198	4	1	2	0	13458	0.122582	-1
1562	1546035	4	1	2	0	5831	0.122809	-1
1563	1546872	4	1	2	0	180680	0.665655	-1
1564	1547709	4	1	2	0	95529	0.384111	-1
1565	1548546	4	1	2	0	141143	0.434568	-1
1566	1549383	4	1	0	110	202007	0.648845	1
1567	1550220	4	1	0	96	356480	1.10975	1
1568	1551057	4	1	2	0	258267	1.07163	-1
1569	1551894	4	1	2	0	46103	0.228425	-1
1570	1552731	4	1	2	0	2567	0.122941	-1
1571	1553568	4	1	0	105	1259019	3.01042	1
1572	1554405	4	1	2	0	896	0.120961	-1
1573	1555242	4	1	2	0	175681	0.623782	-1
1574	1556079	4	1	2	0	55299	0.244112	-1
1575	1556916	4	1	2	0	1573	0.124359	-1
1576	1557753	4	1	2	0	38423	0.195162	-1
1577	1558590	4	1	2	0	8103	0.130248	-1
1578	1559427	4	1	0	114	369425	1.25025	1
1579	1560264	4	1	2	0	94	0.118257	-1
1580	1561101	4	1	0	104	2852241	6.64025	1
1581	1561938	4	1	0	108	4755952	9.94518	1
1582	1562775	4	1	2	0	14531	0.121491	-1
1583	1563612	4	1	2	0	32516	0.204422	-1
1584	1564449	4	1	0	112	752111	2.14354	1
1585	1565286	4	1	2	0	8096	0.118652	-1
1586	1566123	4	1	2	0	22852	0.147936	-1
1587	1566960	4	1	0	91	9302	0.116704	1
1588	1567797	4	1	2	0	310596	0.972651	-1
1589	1568634	4	1	2	0	56360	0.247812	-1
1590	1569471	4	1	0	110	735450	1.98051	1
1591	1570308	4	1	2	0	34872	0.177868	-1
1592	1571145	4	1	2	0	283	0.128676	-1
1593	1571982	4	1	0	107	133588	0.530172	1
1594	1572819	4	1	2	0	334053	0.896384	-1
1595	1573656	4	1	2	0	41346	0.224864	-1
1596	1574493	4	1	2	0	1913	0.127775	-1
1597	1575330	4	1	2	0	134787	0.500142	-1
1598	1576167	4	1	2	0	244	0.119681	-1
1599	1577004	4	1	2	0	75369	0.292708	-1
1600	1577841	4	1	2	0	12143	0.123218	-1
1601	1578678	4	1	2	0	600967	1.85342	-1
1602	1579515	4	1	2	0	30817	0.196683	-1
1603	1580352	4	1	2	0	12862	0.122009	-1
1604	1581189	4	1	0	104	92216	0.336961	1
1605	1582026	4	1	2	0	30584	0.166181	-1
1606	1582863	4	1	2	0	20095	0.128747	-1
1607	1583700	4	1	2	0	15646	0.129885	-1
1608	1584537	4	1	2	0	7235	0.11978	-1
1609	1585374	4	1	0	114	879225	2.09219	1
1610	1586211	4	1	2	0	76959	0.291408	-1
1611	1587048	4	1	2	0	52327	0.207923	-1
1612	1587885	4	1	2	0	15257	0.120912	-1
1613	1588722	4	1	2	0	645727	1.64377	-1
1614	1589559	4	1	2	0	94	0.117696	-1
1615	1590396	4	1	2	0	2937	0.127532	-1
1616	1591233	4	1	2	0	42710	0.218586	-1
1617	1592070	4	1	0	98	1006480	2.07515	1
1618	1592907	4	1	2	0	314441	1.12076	-1
1619	1593744	4	1	2	0	207043	0.702494	-1
1620	1594581	4	1	2	0	2236	0.118992	-1
1621	1595418	4	1	2	0	194498	0.775003	-1
1622	1596255	4	1	2	0	316658	1.12398	-1
1623	1597092	4	1	0	96	4814504	8.43424	1
1624	1597929	4	1	0	112	267497	0.86088	1
1625	1598766	4	1	2	0	81712	0.334326	-1
1626	1599603	4	1	2	0	52735	0.235673	-1
1627	1600440	4	1	2	0	54570	0.228654	-1
1628	1601277	4	1	2	0	6888	0.126328	-1
1629	1602114	4	1	0	98	6009425	9.77518	1
1630	1602951	4	1	0	107	4384682	8.58136	1
1631	1603788	4	1	2	0	664	0.120865	-1
1632	1604625	4	1	0	105	637228	1.87919	1
1633	1605462	4	1	2	0	2470	0.122416	-1
1634	1606299	4	1	2	0	5014	0.122905	-1
1635	1607136	4	1	2	0	45384	0.207105	-1
1636	1607973	4	1	2	0	141789	0.481752	-1
1637	1608810	4	1	2	0	6545	0.123655	-1
1638	1609647	4	1	2	0	69523	0.298609	-1
1639	1610484	4	1	2	0	2600	0.119696	-1
1640	1611321	4	1	2	0	13311	0.12183	-1
1641	1612158	4	1	2	0	3519	0.118442	-1
1642	1612995	4	1	2	0	14435	0.125572	-1
1643	1613832	4	1	2	0	912	0.116814	-1
1644	1614669	4	1	0	109	381519	1.27178	1
1645	1615506	4	1	2	0	16287	0.129259	-1
1646	1616343	4	1	2	0	14744	0.127842	-1
1647	1617180	4	1	2	0	10609	0.126424	-1
1648	1618017	4	1	2	0	902520	2.25174	-1
1649	1618854	4	1	2	0	5891	0.122722	-1
1650	1619691	4	1	0	107	327392	1.01478	1
1651	1620528	4	1	2	0	466067	1.4879	-1
1652	1621365	4	1	2	0	40720	0.201692	-1
1653	1622202	4	1	0	99	216946	0.679279	1
1654	1623039	4	1	2	0	1786	0.126971	-1
1655	1623876	4	1	2	0	27717	0.147985	-1
1656	1624713	4	1	2	0	1299	0.126052	-1
1657	1625550	4	1	0	105	1439264	3.30401	1
1658	1626387	4	1	2	0	608	0.118448	-1
1659	1627224	4	1	2	0	1612	0.121813	-1
1660	1628061	4	1	2	0	20229	0.125654	-1
1661	1628898	4	1	2	0	1729634	4.15444	-1
1662	1629735	4	1	2	0	9933	0.121154	-1
1663	1630572	4	1	0	101	103832	0.377317	1
1664	1631409	4	1	2	0	19836	0.122786	-1
1665	1632246	4	1	2	0	17175	0.123222	-1
1666	1633083	4	1	2	0	16289	0.123231	-1
1667	1633920	4	1	2	0	1458	0.11996	-1
1668	1634757	4	1	2	0	90	0.116482	-1
1669	1635594	4	1	0	112	110926	0.408343	1
1670	1636431	4	1	0	107	32540	0.15249	1
1671	1637268	4	1	2	0	261831	0.913451	-1
1672	1638105	4	1	2	0	156615	0.586311	-1
1673	1638942	4	1	2	0	2159475	5.37722	-1
1674	1639779	4	1	2	0	172049	0.607164	-1
1675	1640616	4	1	2	0	2169	0.123294	-1
1676	1641453	4	1	0	104	1512873	3.36634	1
1677	1642290	4	1	2	0	209826	0.667559	-1
1678	1643127	4	1	2	0	10803	0.124208	-1
1679	1643964	4	1	0	101	720483	2.04259	1
1680	1644801	4	1	2	0	83995	0.331021	-1
1681	1645638	4	1	2	0	1449	0.120777	-1
1682	1646475	4	1	2	0	17021	0.127429	-1
1683	1647312	4	1	2	0	2898	0.123707	-1
1684	1648149	4	1	0	109	3921157	8.98932	1
1685	1648986	4	1	2	0	376363	1.24146	-1
1686	1649823	4	1	2	0	5040	0.126597	-1
1687	1650660	4	1	0	104	184108	0.652403	1
1688	1651497	4	1	2	0	200758	0.784174	-1
1689	1652334	4	1	2	0	16997	0.126872	-1
1690	1653171	4	1	2	0	143425	0.484412	-1
1691	1654008	4	1	2	0	76912	0.32753	-1
1692	1654845	4	1	0	110	165904	0.595322	1
1693	1655682	4	1	0	106	767589	2.13096	1
1694	1656519	4	1	0	107	61537	0.26114	1
1695	1657356	4	1	2	0	86927	0.343972	-1
1696	1658193	4	1	2	0	681954	2.11571	-1
1697	1659030	4	1	2	0	394932	1.26316	-1
1698	1659867	4	1	2	0	479	0.1203	-1
1699	1660704	4	1	2	0	5261	0.128151	-1
1700	1661541	4	1	2	0	413364	1.39431	-1
1701	1662378	4	1	2	0	51171	0.259845	-1
1702	1663215	4	1	2	0	124839	0.437461	-1
1703	1664052	4	1	2	0	48770	0.228271	-1
1704	1664889	4	1	2	0	3607	0.126878	-1
1705	1665726	4	1	0	114	186970	0.591381	1
1706	1666563	4	1	0	101	2760744	5.02867	1
1707	1667400	4	1	2	0	14291	0.123487	-1
1708	1668237	4	1	0	100	2218924	4.6837	1
1709	1669074	4	1	2	0	119223	0.431882	-1
1710	1669911	4	1	2	0	793111	2.24561	-1
1711	1670748	4	1	2	0	15954	0.124262	-1
1712	1671585	4	1	0	111	2091567	4.88398	1
1713	1672422	4	1	0	107	702329	2.1678	1
1714	1673259	4	1	2	0	743	0.133379	-1
1715	1674096	4	1	2	0	3133	0.124072	-1
1716	1674933	4	1	2	0	21932	0.134342	-1
1717	1675770	4	1	2	0	9313	0.125635	-1
1718	1676607	4	1	2	0	3946634	9.09926	-1
1719	1677444	4	1	2	0	617	0.119253	-1
1720	1678281	4	1	2	0	703	0.119378	-1
1721	1679118	4	1	0	99	994524	2.48589	1
1722	1679955	4	1	2	0	286	0.119124	-1
1723	1680792	4	1	2	0	29984	0.171619	-1
1724	1681629	4	1	0	101	254503	0.876401	1
1725	1682466	4	1	2	0	255173	0.856195	-1
1726	1683303	4	1	2	0	142523	0.527171	-1
1727	1684140	4	1	2	0	275982	1.12551	-1
1728	1684977	4	1	2	0	14271	0.129795	-1
1729	1685814	4	1	2	0	9295	0.126221	-1
1730	1686651	4	1	2	0	768	0.120576	-1
1731	1687488	4	1	2	0	254239	0.879016	-1
1732	1688325	4	1	2	0	32263	0.196139	-1
1733	1689162	4	1	2	0	1993	0.123598	-1
1734	1689999	4	1	2	0	476676	1.43666	-1
1735	1690836	4	1	0	104	537230	1.69876	1
1736	1691673	4	1	2	0	186720	0.750607	-1
1737	1692510	4	1	2	0	4369	0.127062	-1
1738	1693347	4	1	2	0	13482	0.122751	-1
1739	1694184	4	1	0	107	828408	2.12007	1
1740	1695021	4	1	2	0	382318	1.21149	-1
1741	1695858	4	1	2	0	321084	1.0873	-1
1742	1696695	4	1	0	103	1572985	3.69432	1
1743	1697532	4	1	2	0	7094	0.121187	-1
1744	1698369	4	1	2	0	262744	0.950309	-1
1745	1699206	4	1	0	100	2377781	5.05509	1
1746	1700043	4	1	2	0	319453	1.09884	-1
1747	1700880	4	1	2	0	381537	1.35655	-1
1748	1701717	4	1	2	0	3463	0.122773	-1
1749	1702554	4	1	0	101	208298	0.650684	1
1750	1703391	4	1	2	0	2454	0.120981	-1
1751	1704228	4	1	0	115	1029993	2.63991	1
1752	1705065	4	1	2	0	17193	0.123637	-1
1753	1705902	4	1	2	0	50249	0.267271	-1
1754	1706739	4	1	2	0	6106	0.123123	-1
1755	1707576	4	1	2	0	69396	0.294404	-1
1756	1708413	4	1	2	0	273096	0.84898	-1
1757	1709250	4	1	0	104	1042336	2.49977	1
1758	1710087	4	1	0	96	1146964	2.46827	1
1759	1710924	4	1	0	94	49056	0.214621	1
1760	1711761	4	1	2	0	883902	2.53386	-1
1761	1712598	4	1	2	0	130860	0.435773	-1
1762	1713435	4	1	2	0	18430	0.127692	-1
1763	1714272	4	1	2	0	2173	0.122683	-1
1764	1715109	4	1	2	0	1002	0.121011	-1
1765	1715946	4	1	0	102	98091	0.406622	1
1766	1716783	4	1	2	0	3436	0.12197	-1
1767	1717620	4	1	2	0	3876	0.122046	-1
1768	1718457	4	1	0	103	1860726	4.047	1
1769	1719294	4	1	0	105	560367	1.75986	1
1770	1720131	4	1	0	103	622400	1.83232	1
1771	1720968	4	1	2	0	5734	0.123548	-1
1772	1721805	4	1	2	0	470436	1.44261	-1
1773	1722642	4	1	2	0	3883845	8.84378	-1
1774	1723479	4	1	2	0	2626048	5.49773	-1
1775	1724316	4	1	0	106	1532190	3.34279	1
1776	1725153	4	1	2	0	1220	0.117221	-1
1777	1725990	4	1	2	0	314227	1.03852	-1
1778	1726827	4	1	2	0	650	0.118999	-1
1779	1727664	4	1	2	0	643	0.122202	-1
1780	1728501	4	1	2	0	106049	0.387524	-1
1781	1729338	4	1	2	0	59627	0.289512	-1
1782	1730175	4	1	2	0	1798	0.12206	-1
1783	1731012	4	1	2	0	46012	0.18308	-1
1784	1731849	4	1	2	0	6123	0.119705	-1
1785	1732686	4	1	2	0	937	0.118792	-1
1786	1733523	4	1	2	0	281052	1.03001	-1
1787	1734360	4	1	2	0	2093467	5.0023	-1
1788	1735197	4	1	2	0	1885	0.119993	-1
1789	1736034	4	1	2	0	75179	0.330608	-1
1790	1736871	4	1	2	0	258614	0.841096	-1
1791	1737708	4	1	2	0	71735	0.348739	-1
1792	1738545	4	1	2	0	98578	0.407667	-1
1793	1739382	4	1	0	94	245556	0.764088	1
1794	1740219	4	1	0	110	1600565	4.39824	1
1795	1741056	4	1	0	108	82387	0.379693	1
1796	1741893	4	1	2	0	28026	0.177841	-1
1797	1742730	4	1	2	0	3948874	8.47907	-1
1798	1743567	4	1	2	0	5585	0.122934	-1
1799	1744404	4	1	2	0	130447	0.49358	-1
1800	1745241	4	1	0	109	1288530	3.13733	1
1801	1746078	4	1	2	0	397511	1.22136	-1
1802	1746915	4	1	2	0	13533	0.122248	-1
1803	1747752	4	1	2	0	821	0.124267	-1
1804	1748589	4	1	0	107	82916	0.276622	1
1805	1749426	4	1	2	0	2414	0.120876	-1
1806	1750263	4	1	2	0	1080	0.119268	-1
1807	1751100	4	1	2	0	12776	0.12379	-1
1808	1751937	4	1	2	0	138588	0.455558	-1
1809	1752774	4	1	2	0	38534	0.184256	-1
1810	1753611	4	1	0	107	1022636	2.70177	1
1811	1754448	4	1	2	0	29040	0.155312	-1
1812	1755285	4	1	2	0	8588	0.124177	-1
1813	1756122	4	1	0	102	2623599	5.05411	1
1814	1756959	4	1	0	116	237914	0.761291	1
1815	1757796	4	1	2	0	349126	1.1663	-1
1816	1758633	4	1	2	0	14073	0.124413	-1
1817	1759470	4	1	2	0	19335	0.13878	-1
1818	1760307	4	1	0	105	419120	1.39642	1
1819	1761144	4	1	2	0	144527	0.590004	-1
1820	1761981	4	1	2	0	345039	1.15987	-1
1821	1762818	4	1	2	0	435680	1.59707	-1
1822	1763655	4	1	2	0	3972299	7.83083	-1
1823	1764492	4	1	2	0	171690	0.6173	-1
1824	1765329	4	1	2	0	700541	2.04606	-1
1825	1766166	4	1	0	111	301707	1.0576	1
1826	1767003	4	1	0	98	679523	1.79345	1
1827	1767840	4	1	2	0	335	0.120261	-1
1828	1768677	4	1	2	0	57429	0.252825	-1
1829	1769514	4	1	2	0	5469	0.121985	-1
1830	1770351	4	1	2	0	228601	0.711211	-1
1831	1771188	4	1	2	0	8169	0.124632	-1
1832	1772025	4	1	2	0	17322	0.121947	-1
1833	1772862	4	1	2	0	2198459	5.03222	-1
1834	1773699	4	1	0	106	165358	0.535434	1
1835	1774536	4	1	2	0	182313	0.637891	-1
1836	1775373	4	1	2	0	243586	0.865785	-1
1837	1776210	4	1	2	0	5167	0.124053	-1
1838	1777047	4	1	0	103	427081	1.33383	1
1839	1777884	4	1	0	104	1652837	3.43371	1
1840	1778721	4	1	2	0	717917	1.98549	-1
1841	1779558	4	1	0	106	112227	0.437576	1
1842	1780395	4	1	2	0	95750	0.367921	-1
1843	1781232	4	1	2	0	74446	0.312379	-1
1844	1782069	4	1	2	0	213244	0.656726	-1
1845	1782906	4	1	2	0	61652	0.256757	-1
1846	1783743	4	1	0	108	223736	0.869279	1
1847	1784580	4	1	0	116	315295	1.1318	1
1848	1785417	4	1	0	96	225125	0.656813	1
1849	1786254	4	1	0	103	387762	1.25087	1
1850	1787091	4	1	2	0	383790	1.30719	-1
1851	1787928	4	1	2	0	3703	0.127208	-1
1852	1788765	4	1	2	0	7154	0.12896	-1
1853	1789602	4	1	2	0	1672	0.120884	-1
1854	1790439	4	1	2	0	1119	0.120545	-1
1855	1791276	4	1	2	0	1909	0.119832	-1
1856	1792113	4	1	0	100	485761	1.30591	1
1857	1792950	4	1	2	0	15057	0.125731	-1
1858	1793787	4	1	2	0	26592	0.164951	-1
1859	1794624	4	1	2	0	35213	0.181422	-1
1860	1795461	4	1	2	0	90130	0.371413	-1
1861	1796298	4	1	2	0	639722	1.84591	-1
1862	1797135	4	1	2	0	57556	0.264716	-1
1863	1797972	4	1	2	0	28075	0.162757	-1
1864	1798809	4	1	2	0	4165	0.119754	-1
1865	1799646	4	1	2	0	7668	0.134861	-1
1866	1800483	4	1	2	0	51464	0.229573	-1
1867	1801320	4	1	2	0	4465	0.121646	-1
1868	1802157	4	1	0	114	2408471	6.38051	1
1869	1802994	4	1	2	0	13701	0.121638	-1
1870	1803831	4	1	2	0	333289	1.18132	-1
1871	1804668	4	1	2	0	398331	1.26666	-1
1872	1805505	4	1	2	0	159727	0.602077	-1
1873	1806342	4	1	0	106	1612142	3.54748	1
1874	1807179	4	1	2	0	9820	0.122731	-1
1875	1808016	4	1	2	0	409684	1.37079	-1
1876	1808853	4	1	0	100	456287	1.35002	1
1877	1809690	4	1	0	114	834532	2.20919	1
1878	1810527	4	1	2	0	3767771	8.70807	-1
1879	1811364	4	1	2	0	129451	0.509545	-1
1880	1812201	4	1	2	0	24315	0.145766	-1
1881	1813038	4	1	0	111	1079686	3.09695	1
1882	1813875	4	1	2	0	2986	0.119683	-1
1883	1814712	4	1	2	0	13451	0.124421	-1
1884	1815549	4	1	2	0	3761	0.123261	-1
1885	1816386	4	1	0	110	336779	1.12484	1
1886	1817223	4	1	2	0	1198	0.120785	-1
1887	1818060	4	1	2	0	18361	0.128165	-1
1888	1818897	4	1	2	0	1480100	3.55098	-1
1889	1819734	4	1	2	0	321504	1.0752	-1
1890	1820571	4	1	0	95	993367	2.2815	1
1891	1821408	4	1	2	0	423082	1.34256	-1
1892	1822245	4	1	0	103	601252	1.70384	1
1893	1823082	4	1	2	0	7454	0.12409	-1
1894	1823919	4	1	2	0	355	0.123292	-1
1895	1824756	4	1	0	107	176347	0.554235	1
1896	1825593	4	1	0	104	571381	1.67083	1
1897	1826430	4	1	0	104	309545	1.02328	1
1898	1827267	4	1	2	0	939	0.11991	-1
1899	1828104	4	1	2	0	23050	0.141291	-1
1900	1828941	4	1	2	0	112109	0.358565	-1
1901	1829778	4	1	0	107	530949	1.52819	1
1902	1830615	4	1	0	113	3347029	7.9024	1
1903	1831452	4	1	2	0	364457	1.26069	-1
1904	1832289	4	1	0	109	1425054	3.80946	1
1905	1833126	4	1	2	0	11142	0.12076	-1
1906	1833963	4	1	2	0	9476	0.122019	-1
1907	1834800	4	1	0	105	835105	2.22028	1
1908	1835637	4	1	0	103	558969	1.57267	1
1909	1836474	4	1	0	103	470425	1.3983	1
1910	1837311	4	1	2	0	88460	0.386256	-1
1911	1838148	4	1	2	0	144700	0.517205	-1
1912	1838985	4	1	2	0	7937	0.118441	-1
1913	1839822	4	1	2	0	109923	0.419855	-1
1914	1840659	4	1	0	102	883711	2.15509	1
1915	1841496	4	1	2	0	6069582	11.8708	-1
1916	1842333	4	1	2	0	22220	0.137401	-1
1917	1843170	4	1	0	94	277226	0.694032	1
1918	1844007	4	1	2	0	40396	0.207318	-1
1919	1844844	4	1	2	0	10405	0.126811	-1
1920	1845681	4	1	2	0	103274	0.421115	-1
1921	1846518	4	1	0	110	395395	1.34958	1
1922	1847355	4	1	0	110	622884	1.88884	1
1923	1848192	4	1	2	0	3638	0.121188	-1
1924	1849029	4	1	0	107	1129418	3.29478	1
1925	1849866	4	1	2	0	23756	0.137271	-1
1926	1850703	4	1	2	0	201510	0.94541	-1
1927	1851540	4	1	2	0	4574	0.129248	-1
1928	1852377	4	1	2	0	759	0.121889	-1
1929	1853214	4	1	0	98	2588007	5.4651	1
1930	1854051	4	1	2	0	41224	0.215523	-1
1931	1854888	4	1	2	0	6861	0.123964	-1
1932	1855725	4	1	2	0	3449	0.119849	-1
1933	1856562	4	1	2	0	9485	0.125883	-1
1934	1857399	4	1	2	0	97281	0.377204	-1
1935	1858236	4	1	2	0	192249	0.678265	-1
1936	1859073	4	1	0	102	974476	2.63042	1
1937	1859910	4	1	2	0	20831	0.126448	-1
1938	1860747	4	1	0	105	158661	0.523186	1
1939	1861584	4	1	0	104	101358	0.378931	1
1940	1862421	4	1	2	0	10920	0.12452	-1
1941	1863258	4	1	2	0	5830863	12.5297	-1
1942	1864095	4	1	0	111	136235	0.481696	1
1943	1864932	4	1	0	107	733379	2.27375	1
1944	1865769	4	1	0	100	440968	1.54597	1
1945	1866606	4	1	2	0	101701	0.364433	-1
1946	1867443	4	1	2	0	60719	0.250739	-1
1947	1868280	4	1	2	0	358784	1.20544	-1
1948	1869117	4	1	2	0	645122	2.01451	-1
1949	1869954	4	1	0	109	469099	1.54938	1
1950	1870791	4	1	2	0	9735	0.124842	-1
1951	1871628	4	1	0	104	27464	0.152457	1
1952	1872465	4	1	2	0	40306	0.197798	-1
1953	1873302	4	1	0	100	1036208	2.50612	1
1954	1874139	4	1	2	0	1096	0.117814	-1
1955	1874976	4	1	2	0	18875	0.125931	-1
1956	1875813	4	1	2	0	74204	0.27459	-1
1957	1876650	4	1	2	0	608837	1.97944	-1
1958	1877487	4	1	2	0	13295	0.129602	-1
1959	1878324	4	1	2	0	94458	0.372979	-1
1960	1879161	4	1	2	0	2717	0.123573	-1
1961	1879998	4	1	2	0	14178	0.125677	-1
1962	1880835	4	1	2	0	837	0.120532	-1
1963	1881672	4	1	2	0	1062	0.121134	-1
1964	1882509	4	1	2	0	2106399	7.13311	-1
1965	1883346	4	1	2	0	9901	0.136629	-1
1966	1884183	4	1	2	0	2554	0.134545	-1
1967	1885020	4	1	2	0	95580	0.772045	-1
1968	1885857	4	1	2	0	12266	0.133267	-1
1969	1886694	4	1	2	0	134824	0.814724	-1
1970	1887531	4	1	2	0	14534	0.182434	-1
1971	1888368	4	1	0	108	4118418	12.5293	1
1972	1889205	4	1	2	0	37525	0.195787	-1
1973	1890042	4	1	0	112	132316	0.560016	1
1974	1890879	4	1	2	0	2341644	6.27174	-1
1975	1891716	4	1	2	0	202873	0.789518	-1
1976	1892553	4	1	2	0	53194	0.248454	-1
1977	1893390	4	1	2	0	18834	0.133965	-1
1978	1894227	4	1	2	0	23059	0.13469	-1
1979	1895064	4	1	2	0	412538	1.61722	-1
1980	1895901	4	1	0	100	7550449	17.6868	1
1981	1896738	4	1	2	0	5219	0.122877	-1
1982	1897575	4	1	0	103	152887	0.558922	1
1983	1898412	4	1	2	0	1484209	4.22747	-1
1984	1899249	4	1	0	101	1244713	2.84392	1
1985	1900086	4	1	2	0	46043	0.242758	-1
1986	1900923	4	1	0	107	5001019	9.9532	1
1987	1901760	4	1	2	0	4659	0.11928	-1
1988	1902597	4	1	0	107	13422656	29.8326	1
1989	1903434	4	1	0	101	252619	0.775813	1
1990	1904271	4	1	0	104	1442967	3.88155	1
1991	1905108	4	1	0	99	36234	0.18167	1
1992	1905945	4	1	2	0	848138	2.44306	-1
1993	1906782	4	1	2	0	808386	2.8127	-1
1994	1907619	4	1	2	0	731	0.125974	-1
1995	1908456	4	1	2	0	85632	0.357729	-1
1996	1909293	4	1	2	0	180022	0.807285	-1
1997	1910130	4	1	2	0	4952	0.148147	-1
1998	1910967	4	1	2	0	5961	0.133563	-1
1999	1911804	4	1	2	0	222	0.129115	-1
2000	1912641	4	1	2	0	777461	2.48969	-1
