row	seed	threads	draw	outcome	moves	passes	time	fringe	closed	mvtree
8732	8732	16	3	0	111	5	0.1495	159300	708090	398024
8733	8733	16	3	2			0.04692	0	77	51
8734	8734	16	3	0	96	3	0.5378	1855933	3831478	1823185
8735	8735	16	3	0	104	5	0.08596	262108	563105	265781
8736	8736	16	3	0	103	3	0.1604	240878	896180	472562
8737	8737	16	3	0	91	3	0.1853	510697	1199183	628010
8738	8738	16	3	0	90	3	0.5776	1525496	3739490	1721584
8739	8739	16	3	0	99	4	0.08695	343931	617759	263138
8740	8740	16	3	2			0.05824	0	217521	130800
8741	8741	16	3	2			0.04705	0	81021	49462
8742	8742	16	3	2			0.112	0	438828	251548
8743	8743	16	3	2			0.04702	0	0	0
8744	8744	16	3	0	107	3	0.6728	1155954	3759184	1946395
8745	8745	16	3	0	105	4	0.5569	1221209	3392599	1712735
8746	8746	16	3	0	97	2	0.3152	1516448	2467929	969226
8747	8747	16	3	0	99	3	0.1533	376675	953968	468352
8748	8748	16	3	0	100	3	0.2578	588268	1615233	872224
8749	8749	16	3	0	95	3	0.08887	236081	511150	237918
8750	8750	16	3	0	100	4	0.08582	178232	499742	264973
8751	8751	16	3	0	100	3	0.3567	915383	2317664	1038011
8752	8752	16	3	0	105	4	0.8255	1915803	5081508	2458010
8753	8753	16	3	0	92	2	0.09728	290968	614444	279111
8754	8754	16	3	0	102	4	0.299	1101387	2213839	962158
8755	8755	16	3	2			0.04684	0	6970	4775
8756	8756	16	3	2			0.08133	0	330526	197836
8757	8757	16	3	2			0.9855	0	4334564	2511364
8758	8758	16	3	0	88	2	0.4981	2589372	4351296	1565605
8759	8759	16	3	0	103	4	0.04845	74698	228522	118498
8760	8760	16	3	0	97	3	0.3521	1048978	2411184	1099886
8761	8761	16	3	0	116	5	0.04688	3886	8452	4006
8762	8762	16	3	0	129	6	3.195	135333	12793451	7378214
8763	8763	16	3	2			7.127	0	26502079	15869438
8764	8764	16	3	0	101	4	0.04747	57834	198412	106319
8765	8765	16	3	2			0.04809	0	246	139
8766	8766	16	3	0	102	4	0.6761	1237483	4046872	2095710
8767	8767	16	3	0	89	1	0.07837	161056	424366	202432
8768	8768	16	3	0	97	4	0.04715	77220	203538	97412
8769	8769	16	3	2			0.0474	0	146266	90035
8770	8770	16	3	0	103	4	1.257	4280267	8695933	3816556
8771	8771	16	3	0	95	4	0.04711	61188	142971	68510
8772	8772	16	3	0	110	4	0.2324	235750	1143820	632164
8773	8773	16	3	0	96	3	0.5498	2254517	4144281	1785093
8774	8774	16	3	0	106	4	0.04694	20317	35317	13708
8775	8775	16	3	0	101	4	0.4252	1042117	2633366	1275997
8776	8776	16	3	2			0.04693	0	0	0
8777	8777	16	3	0	99	5	0.2367	951596	1837218	794680
8778	8778	16	3	0	104	4	1.288	2645623	7720921	3675181
8779	8779	16	3	0	89	2	2.53	6988264	15561640	7277924
8780	8780	16	3	0	104	3	0.8253	3143832	6134046	2714261
8781	8781	16	3	0	99	3	0.181	555286	1179646	551583
8782	8782	16	3	0	96	3	0.2183	502022	1382349	631244
8783	8783	16	3	0	102	3	0.6971	1995079	4684263	2236873
8784	8784	16	3	0	94	3	0.2105	560825	1359556	695999
8785	8785	16	3	0	90	3	0.1404	583342	1030204	402635
8786	8786	16	3	0	122	7	0.04697	6469	19757	11008
8787	8787	16	3	0	88	3	0.2253	1122939	1941123	794248
8788	8788	16	3	2			0.05269	0	38	18
8789	8789	16	3	0	94	3	0.1181	427961	848006	378617
8790	8790	16	3	0	92	3	0.6329	2182534	4673009	2112020
8791	8791	16	3	0	99	4	0.07432	114291	372019	196749
8792	8792	16	3	0	89	3	0.1011	345172	699703	308118
8793	8793	16	3	0	85	3	0.04751	91830	165623	68109
8794	8794	16	3	2			0.04711	0	41046	25117
8795	8795	16	3	0	91	2	0.2561	942743	1957161	776229
8796	8796	16	3	2			1.074	0	4581626	2831947
8797	8797	16	3	2			0.04692	0	1176	655
8798	8798	16	3	0	98	3	0.1588	375146	977343	528229
8799	8799	16	3	0	97	3	1.243	4643462	8690331	3395563
8800	8800	16	3	0	114	6	0.4153	328894	1994196	1079763
8801	8801	16	3	0	91	3	5.71	21785963	38264277	15536130
8802	8802	16	3	0	92	3	0.04957	176660	320334	131771
8803	8803	16	3	2			0.1066	0	458673	254010
8804	8804	16	3	0	98	3	0.7594	1649453	4692774	2179481
8805	8805	16	3	2			1.036	0	4437427	2579748
8806	8806	16	3	0	95	4	0.4755	1850341	3656574	1575980
8807	8807	16	3	0	102	3	0.05478	100311	294254	156208
8808	8808	16	3	0	105	4	0.1376	162067	729162	397441
8809	8809	16	3	0	94	3	0.1639	667623	1271359	571340
8810	8810	16	3	0	93	2	0.4211	1907341	3186288	1248612
8811	8811	16	3	0	96	2	0.9132	2570571	5849662	2793173
8812	8812	16	3	2			0.04693	0	4077	2403
8813	8813	16	3	0	94	4	0.1997	617787	1329361	643241
8814	8814	16	3	0	90	3	0.1808	696299	1315534	555371
8815	8815	16	3	0	109	5	0.1543	308341	912163	497607
8816	8816	16	3	0	96	4	0.1883	532599	1186053	576968
8817	8817	16	3	0	101	4	0.3619	1782556	3024990	1125558
8818	8818	16	3	0	107	4	0.1825	435399	1120738	552287
8819	8819	16	3	0	105	4	0.3836	245233	1854094	1057922
8820	8820	16	3	0	97	4	0.08521	285040	576945	248674
8821	8821	16	3	0	100	4	0.2912	693451	1741679	895227
8822	8822	16	3	0	88	3	0.1586	638170	1199785	515948
8823	8823	16	3	0	114	3	0.2249	306018	1261863	672504
8824	8824	16	3	0	96	3	0.741	2370203	5176275	2380704
8825	8825	16	3	0	99	3	11.5	29968078	66105134	31388603
8826	8826	16	3	0	94	3	0.3376	1777423	2902464	1067494
8827	8827	16	3	0	96	2	0.4549	787477	2656742	1311373
8828	8828	16	3	0	98	2	0.5841	894752	3177650	1548452
8829	8829	16	3	2			0.675	0	2685473	1899293
8830	8830	16	3	0	100	4	0.04705	67314	147608	76761
8831	8831	16	3	0	108	4	0.4294	726635	2544644	1428332
8832	8832	16	3	0	90	3	0.1384	435812	922228	420376
8833	8833	16	3	2			0.04708	0	53116	30453
8834	8834	16	3	0	121	7	0.09059	32341	385859	215398
8835	8835	16	3	0	92	2	0.6585	2870072	5210045	2051601
8836	8836	16	3	0	97	4	1.02	3275808	7114379	3119163
8837	8837	16	3	0	100	3	0.1968	769361	1441294	625513
8838	8838	16	3	2			0.1438	0	609217	354396
8839	8839	16	3	0	117	5	0.4708	545999	2185232	1174038
8840	8840	16	3	0	92	2	0.1864	848721	1514519	575727
8841	8841	16	3	2			0.0471	0	1940	1194
8842	8842	16	3	0	93	2	0.09727	379476	724686	304665
8843	8843	16	3	0	86	3	0.3418	1466096	2747685	1099961
8844	8844	16	3	2			1.472	0	6048262	3651338
8845	8845	16	3	0	93	4	0.129	695379	1110992	384157
8846	8846	16	3	0	98	3	0.04696	29357	55166	24061
8847	8847	16	3	0	96	3	0.04709	58820	118633	54331
8848	8848	16	3	0	97	4	0.7516	1966420	4975186	2447664
8849	8849	16	3	2			0.047	0	73286	42577
8850	8850	16	3	2			0.04719	0	0	0
8851	8851	16	3	2			0.04693	0	2	1
8852	8852	16	3	2			1.402	0	5952602	3475588
8853	8853	16	3	0	114	6	0.04703	34515	69734	36639
8854	8854	16	3	0	95	3	1.354	5083362	9727147	4101471
8855	8855	16	3	0	107	5	0.2074	464167	1268018	579990
8856	8856	16	3	0	84	2	0.137	641808	1117902	418730
8857	8857	16	3	0	93	2	0.1918	708585	1399057	601789
8858	8858	16	3	2			0.1561	0	654462	385495
8859	8859	16	3	0	110	5	0.05271	39731	235198	137123
8860	8860	16	3	0	113	4	1.079	1296587	5557536	3220007
8861	8861	16	3	2			0.04695	0	41	20
8862	8862	16	3	0	116	5	1.593	2947467	8826101	4494269
8863	8863	16	3	2			0.1432	0	572127	348646
8864	8864	16	3	0	99	2	0.07291	140847	393189	216057
8865	8865	16	3	0	118	6	0.04691	4147	11700	6410
8866	8866	16	3	0	109	4	0.1154	84280	532716	337447
8867	8867	16	3	0	105	4	6.348	13715295	34244651	16840271
8868	8868	16	3	0	91	3	0.5716	1792356	3990862	1999239
8869	8869	16	3	0	107	3	1.139	1252602	5926585	3388013
8870	8870	16	3	0	100	4	0.3873	733646	2253724	1095168
8871	8871	16	3	0	104	3	0.1317	278568	786385	400426
8872	8872	16	3	2			0.04701	0	115903	68409
8873	8873	16	3	0	102	3	0.231	384900	1299914	657842
8874	8874	16	3	2			0.047	0	71392	43765
8875	8875	16	3	0	94	3	0.2391	436230	1437083	681248
8876	8876	16	3	2			0.04947	0	185669	110212
8877	8877	16	3	2			1.928	0	7804312	4771641
8878	8878	16	3	0	83	2	0.06751	155255	375655	169369
8879	8879	16	3	0	87	3	0.08328	246402	530191	257757
8880	8880	16	3	0	112	6	0.04709	25244	78663	40931
8881	8881	16	3	0	96	2	0.3354	650210	1971400	1002030
8882	8882	16	3	0	117	6	0.04788	86247	232157	125047
8883	8883	16	3	2			0.04688	0	2	1
8884	8884	16	3	0	95	3	0.1253	519579	1002188	472356
8885	8885	16	3	0	115	4	0.2723	635020	1690830	854767
8886	8886	16	3	0	96	3	0.2154	817121	1625551	707145
8887	8887	16	3	2			0.04699	0	45067	30067
8888	8888	16	3	0	102	3	2.099	5271005	13001951	6172263
8889	8889	16	3	2			2.321	0	9355776	5830097
8890	8890	16	3	0	97	3	0.3211	1547010	2738694	1091710
8891	8891	16	3	0	102	4	0.1904	214055	945651	537764
8892	8892	16	3	0	99	5	0.04714	31461	60071	25065
8893	8893	16	3	0	101	3	1.179	2011641	6965504	3666672
8894	8894	16	3	0	102	4	0.1557	318236	936896	443286
8895	8895	16	3	0	90	3	0.1763	626002	1207665	513181
8896	8896	16	3	2			0.04687	0	0	0
8897	8897	16	3	0	108	5	0.04743	98533	240549	111699
8898	8898	16	3	0	87	2	0.04725	54222	105054	48644
8899	8899	16	3	2			0.04708	0	0	0
8900	8900	16	3	0	91	3	0.09335	237952	565071	265444
8901	8901	16	3	0	88	4	0.04704	18904	32164	13257
8902	8902	16	3	2			0.0469	0	487	271
8903	8903	16	3	0	114	5	0.04706	21662	34423	12785
8904	8904	16	3	0	94	3	0.0878	237110	531572	204617
8905	8905	16	3	0	97	3	0.04713	36413	99836	52715
8906	8906	16	3	2			2.651	0	10879531	6846383
8907	8907	16	3	0	82	2	0.0932	426818	710302	273914
8908	8908	16	3	0	100	3	0.08396	226260	529896	249886
8909	8909	16	3	0	110	4	0.04706	8666	134229	78384
8910	8910	16	3	0	105	4	0.06923	140482	401440	219356
8911	8911	16	3	0	103	4	1.399	3115243	8554141	4340069
8912	8912	16	3	0	99	3	0.254	907703	1875498	840505
8913	8913	16	3	0	120	8	0.04702	35890	124102	69717
8914	8914	16	3	0	100	4	3.505	6430243	19180840	10433423
8915	8915	16	3	0	117	4	0.04788	62162	221885	135496
8916	8916	16	3	0	109	4	0.1712	552164	1206268	606520
8917	8917	16	3	0	97	2	0.1641	355973	1005773	534813
8918	8918	16	3	2			0.04697	0	34395	21821
8919	8919	16	3	0	108	4	0.04708	24512	63331	34254
8920	8920	16	3	0	97	4	0.7758	2009937	4998893	2375141
8921	8921	16	3	0	91	2	0.7162	2367239	5086244	2194162
8922	8922	16	3	2			0.5092	0	2131427	1318199
8923	8923	16	3	2			14.04	0	49937878	30911619
8924	8924	16	3	0	104	4	0.1429	172008	749918	450605
8925	8925	16	3	0	101	3	0.2675	349941	1490914	779454
8926	8926	16	3	0	111	4	0.3971	856537	2366730	1072135
8927	8927	16	3	2			3.673	0	14438766	8355266
8928	8928	16	3	0	94	3	0.5382	1564265	3618436	1751405
8929	8929	16	3	0	92	3	1.023	3841327	7166165	2994879
8930	8930	16	3	0	95	3	1.643	5363079	11099099	4794783
8931	8931	16	3	0	98	3	0.04705	70535	212007	110201
8932	8932	16	3	2			0.09264	0	359056	234776
8933	8933	16	3	2			0.08134	0	352520	202836
8934	8934	16	3	0	106	3	0.3537	708873	2173122	1161205
8935	8935	16	3	2			0.0471	0	113	61
8936	8936	16	3	0	98	3	0.3573	1252545	2588874	1144041
8937	8937	16	3	0	93	3	2.646	11956560	20483030	7999357
8938	8938	16	3	2			0.0532	0	2	1
8939	8939	16	3	2			0.05047	0	202	125
8940	8940	16	3	0	99	4	0.3534	1114313	2527562	1300453
8941	8941	16	3	0	100	3	1.686	3774827	10149858	4885908
8942	8942	16	3	0	99	4	0.1025	295160	660261	310823
8943	8943	16	3	2			0.04692	0	1753	932
8944	8944	16	3	0	103	5	0.3349	1312937	2514378	1080323
8945	8945	16	3	2			0.04898	0	184981	109851
8946	8946	16	3	0	103	3	0.2157	823784	1567265	689185
8947	8947	16	3	0	111	5	0.04707	36131	119713	62005
8948	8948	16	3	0	110	4	0.174	199016	935804	537392
8949	8949	16	3	2			0.04694	0	80	47
8950	8950	16	3	0	90	3	0.4048	1615927	3150898	1366556
8951	8951	16	3	0	111	4	0.8689	579096	4224136	2552906
8952	8952	16	3	0	100	3	0.4741	1296390	3063461	1589146
8953	8953	16	3	2			0.07747	0	315221	184176
8954	8954	16	3	0	105	2	0.2867	576811	1729757	863683
8955	8955	16	3	0	94	4	0.3997	1768344	3189534	1269560
8956	8956	16	3	0	100	4	0.5227	701669	2839079	1558357
8957	8957	16	3	0	95	3	0.5649	2135897	4201754	1789405
8958	8958	16	3	0	88	2	0.303	1636699	2691700	979664
8959	8959	16	3	0	95	4	0.9989	2519576	6247589	2853525
8960	8960	16	3	0	101	3	0.4102	980786	2521237	1299681
8961	8961	16	3	0	97	3	0.9556	3506992	7296168	3194485
8962	8962	16	3	0	95	4	0.2585	773322	1748811	798208
8963	8963	16	3	0	90	3	0.09918	345640	686243	296269
8964	8964	16	3	0	96	4	0.08226	250755	532018	223115
8965	8965	16	3	0	97	3	0.1353	302699	771472	386610
8966	8966	16	3	0	97	3	0.06411	145417	359183	175495
8967	8967	16	3	0	102	5	0.1002	267200	627163	307366
8968	8968	16	3	0	101	3	0.3697	1318973	2739363	1183439
8969	8969	16	3	0	88	2	0.1169	528327	931322	370202
8970	8970	16	3	0	102	4	0.2362	767871	1640339	805490
8971	8971	16	3	0	89	3	0.2001	912090	1609179	619846
8972	8972	16	3	0	100	4	0.6252	1059338	3625274	1913402
8973	8973	16	3	0	99	2	0.7318	1347853	4315538	2008354
8974	8974	16	3	0	94	3	0.1852	557976	1234976	555480
8975	8975	16	3	0	103	4	0.1535	372037	901977	442402
8976	8976	16	3	0	92	3	0.2486	906678	1829580	830805
8977	8977	16	3	0	91	2	0.8207	2529171	5660229	2498401
8978	8978	16	3	2			0.04702	0	55516	33812
8979	8979	16	3	0	105	3	1.351	4929607	9527737	4069570
8980	8980	16	3	0	96	5	0.04686	19668	32445	13087
8981	8981	16	3	0	92	3	0.1916	471287	1143150	551469
8982	8982	16	3	2			0.04688	0	53	32
8983	8983	16	3	0	94	3	0.05361	226781	376392	136711
8984	8984	16	3	2			2.766	0	10724706	6642039
8985	8985	16	3	0	104	4	1.311	1777167	6801153	3542614
8986	8986	16	3	2			0.04693	0	5588	2930
8987	8987	16	3	2			21.02	0	73098497	44126685
8988	8988	16	3	2			0.05162	0	10050	5782
8989	8989	16	3	0	91	2	1.04	4604909	8107125	3089560
8990	8990	16	3	0	95	3	0.2266	352474	1239141	654597
8991	8991	16	3	0	105	4	0.5102	1395605	3503113	1671195
8992	8992	16	3	0	96	3	0.4231	1149009	2839072	1372361
8993	8993	16	3	0	122	6	0.3484	366391	1746281	1032451
8994	8994	16	3	0	100	4	0.09047	138774	496189	272321
8995	8995	16	3	0	95	3	1.569	3456701	9627270	4644686
8996	8996	16	3	0	107	5	0.1872	537998	1144341	536441
8997	8997	16	3	0	92	3	0.1555	706247	1228429	503328
8998	8998	16	3	0	98	3	0.2402	1045717	1928848	759807
8999	8999	16	3	0	93	3	0.04708	75604	161928	62283
9000	9000	16	3	0	101	3	1.088	3385213	7333558	3476513
9001	9001	16	3	0	96	2	0.2883	1485714	2511858	1022978
9002	9002	16	3	0	96	2	0.4269	1166860	2784206	1329511
9003	9003	16	3	0	103	5	0.2239	735634	1517296	692358
9004	9004	16	3	0	91	3	0.1841	707215	1354544	550841
9005	9005	16	3	0	97	3	1.082	606950	5207375	2601830
9006	9006	16	3	2			0.2227	0	929145	578721
9007	9007	16	3	0	115	5	0.1607	258769	899401	504890
9008	9008	16	3	0	95	3	0.3448	1358831	2623986	1085884
9009	9009	16	3	0	88	2	0.1437	823840	1317109	462105
9010	9010	16	3	0	105	3	0.3735	493389	2015751	1087666
9011	9011	16	3	0	93	2	1.79	2750154	9740070	4829995
9012	9012	16	3	0	86	2	0.08615	453691	715269	252218
9013	9013	16	3	0	85	2	0.04702	88341	158834	63598
9014	9014	16	3	0	90	2	0.09199	271582	578487	270085
9015	9015	16	3	0	106	4	0.1883	106762	908606	506073
9016	9016	16	3	0	85	2	0.05061	120184	276257	127519
9017	9017	16	3	0	99	3	0.4556	747207	2506943	1271554
9018	9018	16	3	0	101	4	0.04703	77661	187126	82720
9019	9019	16	3	2			0.04721	0	0	0
9020	9020	16	3	0	90	3	0.546	2689086	4647540	1872160
9021	9021	16	3	0	103	3	0.1295	350497	838596	443168
9022	9022	16	3	0	95	3	2.51	9675133	17251904	6632114
9023	9023	16	3	0	96	2	0.6307	2919078	5201444	2052552
9024	9024	16	3	2			0.0469	0	0	0
9025	9025	16	3	0	99	3	0.2195	390696	1244119	674698
9026	9026	16	3	0	94	3	0.07309	259383	509475	222813
9027	9027	16	3	0	95	2	0.231	885092	1736283	733540
9028	9028	16	3	0	99	3	0.6381	988540	3501361	1753239
9029	9029	16	3	0	97	3	8.679	18692793	48003190	24001342
9030	9030	16	3	0	105	4	0.6225	1851006	4271868	1982191
9031	9031	16	3	2			1.849	0	7370381	4423840
9032	9032	16	3	0	96	3	0.3781	1071967	2561654	1217972
9033	9033	16	3	0	106	4	0.1276	331571	787623	376239
9034	9034	16	3	0	121	6	0.09643	254694	599335	297208
9035	9035	16	3	0	88	2	0.2878	1433649	2451165	934026
9036	9036	16	3	0	94	3	0.0679	213408	439931	199338
9037	9037	16	3	0	90	2	0.224	1032585	1811769	774638
9038	9038	16	3	0	94	2	1.618	2177309	8906176	4239685
9039	9039	16	3	0	104	3	0.6009	247885	2803382	1624770
9040	9040	16	3	0	107	5	0.04696	10535	33563	19951
9041	9041	16	3	2			0.049	0	816	505
9042	9042	16	3	0	97	2	0.758	2607898	5454509	2415510
9043	9043	16	3	0	109	4	0.7114	841723	3538995	1909278
9044	9044	16	3	0	114	5	1.066	1172397	5584689	3266980
9045	9045	16	3	0	101	3	0.1253	377315	839356	427352
9046	9046	16	3	0	101	3	0.07058	120809	370472	196673
9047	9047	16	3	0	90	3	0.06163	163572	355964	180108
9048	9048	16	3	0	95	2	0.1256	447615	903224	403360
9049	9049	16	3	0	120	6	0.04713	24364	108015	60627
9050	9050	16	3	2			0.04727	0	1420	1006
9051	9051	16	3	0	95	3	0.05244	166438	321662	143535
9052	9052	16	3	0	94	3	0.04701	97169	172771	75911
9053	9053	16	3	0	95	3	0.3292	869362	2085542	990208
9054	9054	16	3	0	107	4	0.08408	214341	502217	233954
9055	9055	16	3	0	96	4	0.06658	147772	369187	187048
9056	9056	16	3	0	97	3	1.793	4886280	11720188	5637618
9057	9057	16	3	0	88	3	0.4925	1581561	3294534	1429829
9058	9058	16	3	0	105	3	0.1403	288250	828246	421664
9059	9059	16	3	0	86	2	0.1341	424077	846890	368688
9060	9060	16	3	0	91	2	0.0471	33532	153547	81365
9061	9061	16	3	2			0.04746	0	140725	79810
9062	9062	16	3	0	97	2	0.2707	452107	1463251	804492
9063	9063	16	3	2			0.04704	0	26604	14766
9064	9064	16	3	0	128	8	0.04763	22706	101510	57757
9065	9065	16	3	0	100	3	0.2987	752548	1941245	944364
9066	9066	16	3	0	98	2	1.222	3711382	8462429	4134137
9067	9067	16	3	0	108	4	0.04714	20210	90023	50778
9068	9068	16	3	0	97	3	1.288	4005639	8897020	4113740
9069	9069	16	3	0	100	3	0.3384	710613	2061184	1029358
9070	9070	16	3	0	110	4	1.668	1461918	7868293	4463612
9071	9071	16	3	0	125	6	0.1441	118544	682805	391122
9072	9072	16	3	2			0.04692	0	11583	6354
9073	9073	16	3	0	106	3	0.3113	897821	2053619	923087
9074	9074	16	3	2			2.206	0	8552201	5251401
9075	9075	16	3	2			0.04693	0	0	0
9076	9076	16	3	0	108	4	0.3136	505135	1769536	946430
9077	9077	16	3	0	90	2	0.09643	285190	635596	294730
9078	9078	16	3	0	93	3	1.701	4983014	11304285	5124902
9079	9079	16	3	0	89	3	0.08205	257415	463887	200324
9080	9080	16	3	0	116	5	0.04725	46689	160849	83934
9081	9081	16	3	0	98	2	1.428	4522175	9868713	4550893
9082	9082	16	3	0	125	9	0.06117	14156	238668	149611
9083	9083	16	3	0	98	3	0.0555	144393	315704	134040
9084	9084	16	3	0	107	4	0.08895	165327	500914	270186
9085	9085	16	3	0	103	4	0.07196	104046	381000	204134
9086	9086	16	3	2			0.8932	0	3614408	2097714
9087	9087	16	3	0	101	2	13.77	24699553	69671427	34058709
9088	9088	16	3	0	102	3	0.148	548183	1096198	459276
9089	9089	16	3	2			0.04697	0	54175	35263
9090	9090	16	3	2			0.04717	0	32050	16568
9091	9091	16	3	0	103	5	0.3277	1042240	2189851	947042
9092	9092	16	3	0	91	3	0.05369	208781	354796	137290
9093	9093	16	3	0	98	3	0.4124	1157572	2785139	1324463
9094	9094	16	3	2			0.04693	0	7073	4312
9095	9095	16	3	0	108	3	0.1314	572032	1031832	412773
9096	9096	16	3	0	100	3	0.08788	245822	558152	275332
9097	9097	16	3	2			0.04742	0	1375	744
9098	9098	16	3	0	87	3	0.3649	1609353	2947984	1202193
9099	9099	16	3	0	97	4	0.3001	1569570	2591722	963094
9100	9100	16	3	0	94	4	0.1651	598322	1197852	547812
9101	9101	16	3	0	104	3	0.1015	151707	550381	335367
9102	9102	16	3	2			0.04695	0	576	362
9103	9103	16	3	0	94	2	0.04714	96045	215822	106135
9104	9104	16	3	0	109	4	0.1329	339605	845984	474233
9105	9105	16	3	0	95	3	0.04697	18830	45122	19878
9106	9106	16	3	0	102	4	0.7249	601942	3590924	2024351
9107	9107	16	3	2			0.04692	0	6	6
9108	9108	16	3	0	103	3	0.9245	2097863	5835130	2791177
9109	9109	16	3	0	98	4	0.4908	1198058	3128025	1647535
9110	9110	16	3	2			0.04696	0	6839	3944
9111	9111	16	3	0	92	4	0.4033	695985	2277308	1105702
9112	9112	16	3	0	101	4	0.04717	52843	125269	57956
9113	9113	16	3	0	105	3	0.09796	208762	579631	308625
9114	9114	16	3	0	102	3	0.1531	636269	1187322	520360
9115	9115	16	3	0	90	3	0.6156	2642233	4908572	2107698
9116	9116	16	3	0	101	4	0.1303	266069	733072	386296
9117	9117	16	3	0	107	4	0.2449	1113761	1969731	814830
9118	9118	16	3	0	97	3	0.7775	2010454	4985254	2475713
9119	9119	16	3	0	104	4	0.047	22715	87653	45224
9120	9120	16	3	0	93	4	0.1119	452783	819648	336886
9121	9121	16	3	2			0.04702	0	2240	1427
9122	9122	16	3	0	95	3	0.6034	2110268	4434424	1831600
9123	9123	16	3	0	108	4	0.04687	14210	87991	47937
9124	9124	16	3	2			0.04738	0	21	9
9125	9125	16	3	0	104	4	0.6039	1706015	4044932	2028072
9126	9126	16	3	0	84	3	0.07163	347529	564052	203463
9127	9127	16	3	0	93	3	0.04706	53836	129840	63527
9128	9128	16	3	2			0.0477	0	82717	50070
9129	9129	16	3	0	89	2	0.2494	840018	1809011	695556
9130	9130	16	3	0	94	4	0.6826	3197812	5551942	2193541
9131	9131	16	3	0	98	4	0.05432	142051	310572	155329
9132	9132	16	3	2			2.025	0	7892073	4662162
9133	9133	16	3	0	99	4	0.6322	2867807	5175559	2072705
9134	9134	16	3	0	95	3	0.05776	168283	359889	179755
9135	9135	16	3	0	88	2	0.6103	2781385	4856672	1954473
9136	9136	16	3	2			0.04693	0	878	472
9137	9137	16	3	0	113	5	0.4058	517351	2218773	1213563
9138	9138	16	3	0	109	4	0.04698	18165	66779	38978
9139	9139	16	3	0	93	2	0.1264	406171	856548	387904
9140	9140	16	3	2			33.62	0	114389480	73475313
9141	9141	16	3	0	92	2	0.05093	19287	36481	15233
9142	9142	16	3	0	83	2	0.06076	174172	366523	153556
9143	9143	16	3	0	98	3	3.687	9176061	21568049	10037625
9144	9144	16	3	0	105	3	0.0818	237671	532327	266441
9145	9145	16	3	0	90	3	0.0874	299595	581532	256527
9146	9146	16	3	0	100	3	0.5335	586768	2769443	1407558
9147	9147	16	3	2			0.04694	0	0	0
9148	9148	16	3	2			0.4426	0	1837223	1117070
9149	9149	16	3	0	100	3	2.847	5194456	15189688	7423165
9150	9150	16	3	0	101	3	1.225	1864386	7065318	3167640
9151	9151	16	3	0	91	2	0.07088	260230	476315	209005
9152	9152	16	3	0	105	4	0.04708	64519	204009	111121
9153	9153	16	3	2			0.04728	0	277	158
9154	9154	16	3	0	94	3	0.2138	698958	1543579	713744
9155	9155	16	3	0	88	3	0.04697	140494	209640	67779
9156	9156	16	3	0	114	5	1.877	4451423	11264518	5347707
9157	9157	16	3	0	87	3	0.04697	166345	281669	104070
9158	9158	16	3	0	92	2	0.1441	512743	1031553	455759
9159	9159	16	3	0	122	7	0.1351	148003	639798	353695
9160	9160	16	3	0	108	5	1.012	1342961	5337857	3029954
9161	9161	16	3	0	103	3	0.6652	1397958	4049616	2064870
9162	9162	16	3	0	101	3	0.7067	1883856	4621005	2366454
9163	9163	16	3	0	99	3	0.8536	2899713	6126727	2853704
9164	9164	16	3	0	99	4	0.2465	782786	1695810	705777
9165	9165	16	3	0	100	3	0.5055	1379327	3396706	1634620
9166	9166	16	3	2			0.04693	0	17586	9671
9167	9167	16	3	0	130	6	0.05082	2906	9464	5357
9168	9168	16	3	0	98	3	0.9848	1431929	5348287	2836163
9169	9169	16	3	0	94	3	0.05513	149146	320747	153719
9170	9170	16	3	0	93	3	0.2135	968675	1645641	615058
9171	9171	16	3	0	94	2	0.6386	1849169	4318931	2068052
9172	9172	16	3	0	108	5	0.06374	113641	337464	187226
9173	9173	16	3	0	106	4	0.2932	324851	1602342	916491
9174	9174	16	3	0	90	3	1.29	4883097	9487936	3862760
9175	9175	16	3	0	93	3	0.04702	64083	160064	74934
9176	9176	16	3	2			0.3173	0	1351529	785809
9177	9177	16	3	0	95	3	0.047	72895	131070	58009
9178	9178	16	3	0	99	3	0.0483	32418	75534	36923
9179	9179	16	3	0	95	2	2.931	7492712	17954359	8282881
9180	9180	16	3	0	93	2	1.594	5240568	10916747	4607970
9181	9181	16	3	0	105	3	0.1822	543693	1206287	613951
9182	9182	16	3	0	117	6	0.4251	725418	2370794	1285381
9183	9183	16	3	0	84	2	0.0471	181226	314113	127425
9184	9184	16	3	2			1.451	0	6427910	4023197
9185	9185	16	3	0	101	4	0.2517	429865	1446736	790064
9186	9186	16	3	0	100	2	0.9576	1988223	5900764	2845510
9187	9187	16	3	0	91	3	0.5852	2467447	4615101	1885515
9188	9188	16	3	0	87	3	1.207	4532801	8863560	3820131
9189	9189	16	3	0	88	3	0.4532	1788072	3333599	1326355
9190	9190	16	3	0	96	2	1.486	3246980	8972751	4493648
9191	9191	16	3	2			0.04704	0	138304	83301
9192	9192	16	3	0	96	2	0.8601	3098960	6355678	2919498
9193	9193	16	3	2			2.252	0	9242652	5205145
9194	9194	16	3	0	116	5	0.1874	284797	903837	485358
9195	9195	16	3	0	97	4	0.8781	1967669	5315877	2385644
9196	9196	16	3	0	115	5	0.05061	44992	223057	133495
9197	9197	16	3	0	102	4	0.3217	912389	2071837	993818
9198	9198	16	3	2			0.1819	0	758364	454627
