row	seed	threads	draw	outcome	moves	passes	time	fringe	closed	mvtree
1	1	16	3	0	97	3	0.08015	148431	226061	80937
2	2	16	3	0	125	7	0.07553	141323	345087	213684
3	3	16	3	0	97	3	0.2655	1341415	2290459	889739
4	4	16	3	0	92	3	0.6118	2888718	5173303	2150666
5	5	16	3	0	104	4	0.8292	2119486	5445807	2668630
6	6	16	3	2			0.04697	0	79051	47804
7	7	16	3	2			0.04903	0	5946	3607
8	8	16	3	0	112	6	0.04797	10929	53059	28335
9	9	16	3	0	99	3	0.3881	752157	2362191	1310155
10	10	16	3	0	107	5	0.2629	389785	1488948	803809
11	11	16	3	0	111	4	6.243	10921905	30398967	15113177
12	12	16	3	0	100	4	0.1122	338586	766704	381455
13	13	16	3	2			0.04708	0	120208	73509
14	14	16	3	0	88	2	0.3968	2052248	3559767	1364223
15	15	16	3	0	92	2	0.835	3013753	5928620	2671230
16	16	16	3	0	106	4	0.06007	96756	311665	163010
17	17	16	3	0	107	3	0.04707	109599	248921	125776
18	18	16	3	0	97	2	0.4058	681408	2413466	1311817
19	19	16	3	2			0.04785	0	49	32
20	20	16	3	0	97	3	1.835	5609246	12296106	5587439
21	21	16	3	0	96	2	0.05976	149185	341791	156696
22	22	16	3	0	88	3	0.04715	60704	124457	54233
23	23	16	3	0	101	5	1.574	3518959	9134808	4282703
24	24	16	3	0	98	3	11.02	24911069	57652913	27194039
25	25	16	3	0	97	3	0.0474	129296	253127	111846
26	26	16	3	0	106	4	0.1837	101968	891931	517555
27	27	16	3	0	101	5	0.2398	824030	1719772	819265
28	28	16	3	2			2.855	0	11341964	6775083
29	29	16	3	0	111	5	0.1239	51241	549673	320822
30	30	16	3	0	121	6	0.1019	134645	518483	287535
31	31	16	3	2			0.04701	0	11979	7478
32	32	16	3	0	101	3	0.2965	753115	1901692	950848
33	33	16	3	2			0.04695	0	0	0
34	34	16	3	2			0.04699	0	74	36
35	35	16	3	0	100	4	1.843	2745794	9583046	4915663
36	36	16	3	2			0.04881	0	25	13
37	37	16	3	0	98	3	0.1108	399333	800448	348928
38	38	16	3	0	102	4	0.1412	212848	758420	363880
39	39	16	3	0	98	3	0.1879	492644	1203209	588291
40	40	16	3	0	114	4	0.4858	812872	2951325	1467686
41	41	16	3	0	89	3	0.2654	1361180	2242455	806394
42	42	16	3	0	102	3	0.324	810514	2084693	1040371
43	43	16	3	0	90	3	0.1427	530417	1018626	441781
44	44	16	3	0	96	3	0.1636	281848	929543	536404
45	45	16	3	0	104	4	0.1168	290663	732801	398481
46	46	16	3	0	95	3	0.08265	299945	579302	247680
47	47	16	3	0	107	5	0.1585	309338	942377	468192
48	48	16	3	0	99	3	0.2679	868906	1860297	812194
49	49	16	3	0	95	3	0.3372	988488	2283977	1098417
50	50	16	3	0	100	4	0.2217	551123	1431364	717351
51	51	16	3	0	102	4	2.478	3150804	12560363	6645979
52	52	16	3	0	83	2	0.07952	341398	601011	236357
53	53	16	3	2			0.0469	0	0	0
54	54	16	3	2			2.493	0	10020692	5729662
55	55	16	3	0	98	3	0.5365	995855	3253882	1661880
56	56	16	3	0	90	3	0.04694	28832	110869	54896
57	57	16	3	0	101	5	0.05106	51100	216157	116022
58	58	16	3	2			0.04693	0	28746	17466
59	59	16	3	0	107	4	0.08216	126949	427761	220301
60	60	16	3	0	95	3	0.608	1592739	3778522	1855544
61	61	16	3	0	90	3	1.415	4279047	9029296	4113094
62	62	16	3	0	99	4	0.07042	230929	461976	205338
63	63	16	3	0	109	5	0.1514	232927	818964	428433
64	64	16	3	2			0.04692	0	0	0
65	65	16	3	0	101	4	0.04743	87532	186507	82558
66	66	16	3	2			0.9286	0	4037664	2481816
67	67	16	3	0	98	3	0.07644	192750	459824	228615
68	68	16	3	0	102	4	0.1436	361071	881307	456305
69	69	16	3	0	97	3	0.09206	286674	611368	270055
70	70	16	3	0	80	3	0.04703	125015	196467	67220
71	71	16	3	0	86	2	0.0472	145273	270388	121327
72	72	16	3	0	97	3	0.09622	363376	687981	299524
73	73	16	3	0	103	4	0.4615	813826	2679871	1409713
74	74	16	3	2			0.04706	0	0	0
75	75	16	3	0	89	2	0.653	1806253	4364792	1965928
76	76	16	3	0	92	3	0.04974	128059	277015	137299
77	77	16	3	0	103	4	0.04706	62464	162402	84563
78	78	16	3	0	97	2	1.939	2905812	10359523	5584334
79	79	16	3	0	91	1	0.4772	1196678	3167493	1425117
80	80	16	3	2			0.0469	0	37	16
81	81	16	3	0	93	3	0.07702	315712	543335	206754
82	82	16	3	0	99	3	2.208	4634942	12480793	6306449
83	83	16	3	0	97	3	0.3152	1152611	2302205	1020402
84	84	16	3	2			0.04692	0	3561	2540
85	85	16	3	0	109	4	0.1037	85394	500511	304434
86	86	16	3	0	112	4	0.2443	240958	1275628	690679
87	87	16	3	0	95	3	0.04697	79438	179433	88224
88	88	16	3	0	112	6	0.4487	364247	2305015	1266484
89	89	16	3	0	119	6	0.05276	49041	227239	123405
90	90	16	3	0	103	4	0.04701	42942	188317	104449
91	91	16	3	0	110	3	23.69	34569524	114024106	61546815
92	92	16	3	0	90	3	0.1837	542879	1199337	561128
93	93	16	3	0	95	3	1.872	5239675	11476504	5199740
94	94	16	3	0	110	4	0.1284	50400	481712	279555
95	95	16	3	0	101	3	2.782	6247341	15813985	7720418
96	96	16	3	0	91	2	1.197	5093113	9321277	3643056
97	97	16	3	0	121	5	0.1873	98604	653882	386799
98	98	16	3	2			0.414	0	1365805	799691
99	99	16	3	0	124	8	24.27	8343414	84632560	47407028
100	100	16	3	0	95	3	3.058	10572483	20183674	8274417
101	101	16	3	0	95	3	0.09504	189686	440571	207408
102	102	16	3	0	120	6	0.2922	735884	1725461	823211
103	103	16	3	0	87	2	0.05888	207050	382571	154909
104	104	16	3	0	108	4	0.373	424512	1996009	1187666
105	105	16	3	0	94	4	0.1355	466826	944264	371093
106	106	16	3	0	97	4	2.921	7618101	16053303	7292097
107	107	16	3	2			0.8512	0	3284718	2016986
108	108	16	3	0	104	5	0.2731	711330	1761743	850765
109	109	16	3	0	128	7	0.155	260263	820384	436936
110	110	16	3	0	92	1	0.3621	1315998	2637204	1308445
111	111	16	3	0	101	4	0.358	1641435	2899794	1170556
112	112	16	3	2			0.04764	0	7655	4565
113	113	16	3	0	102	3	0.4601	1249609	2915863	1419052
114	114	16	3	0	104	4	0.5189	838315	2968825	1588472
115	115	16	3	0	91	2	0.1258	361062	806527	374520
116	116	16	3	0	103	3	0.2853	889113	1817251	809271
117	117	16	3	0	119	5	0.2434	92030	1106154	648319
118	118	16	3	0	95	3	0.1979	1033493	1718490	643468
119	119	16	3	0	105	3	2.932	3290346	13339733	6907913
120	120	16	3	0	93	2	5.858	13483890	31883712	13674787
121	121	16	3	0	110	4	1.36	1820772	7356840	4304327
122	122	16	3	2			0.05665	0	222459	140030
123	123	16	3	0	122	6	0.5003	950220	3008826	1624016
124	124	16	3	0	92	2	0.6981	1455693	3871271	1696006
125	125	16	3	0	88	3	0.5064	1458982	3081428	1418380
126	126	16	3	0	103	4	0.4134	784165	2471889	1266714
127	127	16	3	2			0.04719	0	82	42
128	128	16	3	0	97	3	0.07925	201271	474520	232490
129	129	16	3	0	98	4	0.0474	55100	178177	99444
130	130	16	3	0	99	3	0.4778	1514934	3201622	1421656
131	131	16	3	2			0.047	0	127498	74298
132	132	16	3	2			0.2339	0	1038739	708398
133	133	16	3	0	89	2	0.07945	442825	692748	237369
134	134	16	3	0	91	3	0.1234	527180	942189	369970
135	135	16	3	0	97	3	0.6291	3059871	5156016	1967009
136	136	16	3	2			0.04687	0	2	0
137	137	16	3	0	92	2	0.05765	164893	334413	148898
138	138	16	3	2			0.04692	0	1440	834
139	139	16	3	0	95	2	0.2305	506554	1387919	672316
140	140	16	3	0	98	2	0.7445	2405858	5259944	2403627
141	141	16	3	0	95	2	3.509	10610155	21579415	9203117
142	142	16	3	2			0.04732	0	56	28
143	143	16	3	0	99	4	0.1158	258814	699787	354337
144	144	16	3	0	114	4	0.5201	1099379	3181808	1620342
145	145	16	3	0	87	1	0.1548	761292	1293284	486487
146	146	16	3	0	101	4	0.04718	39216	151253	81129
147	147	16	3	0	112	5	0.04739	3078	35835	21527
148	148	16	3	0	86	2	0.09166	378759	671358	266257
149	149	16	3	0	100	4	0.4142	1003375	2516964	1269645
150	150	16	3	2			0.2569	0	1159171	688132
151	151	16	3	0	99	3	0.2901	699652	1742373	842711
152	152	16	3	0	112	5	0.143	260033	793970	432194
153	153	16	3	0	97	3	4.227	9911549	23903297	11145435
154	154	16	3	0	96	3	0.6064	571254	2853068	1467591
155	155	16	3	0	98	3	0.05608	55800	206981	111660
156	156	16	3	2			0.05983	0	181921	102743
157	157	16	3	0	102	3	0.6836	1274963	3474916	1720939
158	158	16	3	0	95	3	0.2186	657876	1465210	672371
159	159	16	3	0	100	4	1.105	3335280	7309094	3144213
160	160	16	3	2			0.1329	0	469564	276849
161	161	16	3	0	95	3	0.08691	189175	430611	219409
162	162	16	3	0	102	3	0.2692	553751	1419557	735941
163	163	16	3	0	108	5	0.1715	423221	1029926	523586
164	164	16	3	2			0.04742	0	10	4
165	165	16	3	0	92	3	0.04905	139464	276922	124308
166	166	16	3	0	102	4	0.1155	232927	679647	337831
167	167	16	3	0	94	3	0.04807	71186	142863	63977
168	168	16	3	0	97	4	0.5486	1054374	2775331	1358329
169	169	16	3	0	91	3	0.5733	1537624	3392800	1541296
170	170	16	3	0	100	2	0.8048	3341340	6349212	2680490
171	171	16	3	0	105	3	1.836	4173289	10833994	5316205
172	172	16	3	2			0.4999	0	2031400	1260097
173	173	16	3	0	90	2	0.6187	1614565	3795780	1641565
174	174	16	3	0	96	3	0.5352	1736179	3723836	1683573
175	175	16	3	2			0.2434	0	1011102	598620
176	176	16	3	0	79	2	0.1652	1069639	1611808	529144
177	177	16	3	0	97	3	0.05512	136534	326489	169288
178	178	16	3	0	102	2	1.617	3430660	8968499	4485847
179	179	16	3	2			0.04717	0	47157	29517
180	180	16	3	0	95	3	1.224	2107517	6830196	3506853
181	181	16	3	2			0.2705	0	1155552	684157
182	182	16	3	0	92	3	0.1101	370715	699190	292763
183	183	16	3	0	99	3	2.122	3333107	9608217	4788010
184	184	16	3	0	101	3	1.066	1833788	6129987	3382469
185	185	16	3	0	101	3	3.23	9453174	19057485	8188565
186	186	16	3	0	122	5	0.2647	291838	1333980	731936
187	187	16	3	0	127	6	0.04695	1296	12120	7259
188	188	16	3	0	104	3	0.5948	2566916	4685565	1947569
189	189	16	3	2			0.04688	0	29	23
190	190	16	3	0	102	4	0.1	182114	556689	289143
191	191	16	3	0	112	5	0.0783	47795	347794	195397
192	192	16	3	0	100	3	0.7032	2193241	4882574	2261914
193	193	16	3	2			0.04694	0	656	344
194	194	16	3	0	101	4	0.2128	491997	1364021	610961
195	195	16	3	0	111	4	0.3109	950893	2170767	1066975
196	196	16	3	0	97	3	0.5815	996320	3484528	1766181
197	197	16	3	0	95	3	0.04709	91513	216132	118296
198	198	16	3	0	96	3	0.04715	4744	18037	10620
199	199	16	3	2			0.04688	0	955	508
200	200	16	3	0	100	3	1.198	3251472	7465919	3703461
201	201	16	3	0	104	5	0.04781	29806	60983	29094
202	202	16	3	0	89	3	0.9148	2657265	5544853	2459072
203	203	16	3	0	97	3	0.07839	253463	506954	226898
204	204	16	3	0	89	3	0.04687	13194	26536	12018
205	205	16	3	0	104	4	0.07334	83711	353290	209987
206	206	16	3	0	90	3	0.08613	348861	613756	247192
207	207	16	3	0	98	3	0.04703	52264	153779	80076
208	208	16	3	0	112	5	0.0825	161771	449412	229624
209	209	16	3	0	109	4	0.1818	226271	951332	527290
210	210	16	3	0	105	3	0.3105	653864	1879616	949427
211	211	16	3	2			12.87	0	40716748	24984141
212	212	16	3	0	91	2	0.1918	473708	1187167	607279
213	213	16	3	0	101	3	0.3494	358059	1697371	962932
214	214	16	3	0	108	3	0.2685	216715	1112513	648335
215	215	16	3	0	103	3	0.1783	278130	830627	441288
216	216	16	3	2			0.8785	0	3370716	1952265
217	217	16	3	0	101	3	2.078	1942359	9022790	4913612
218	218	16	3	0	105	3	0.479	1223576	2529249	1151291
219	219	16	3	0	89	2	0.4804	1667927	3080482	1316755
220	220	16	3	0	100	3	0.4083	1325622	2859801	1196755
221	221	16	3	0	98	3	0.4026	1142412	2499439	1150149
222	222	16	3	0	94	3	0.1057	262006	584845	267750
223	223	16	3	0	84	2	0.05082	164684	315219	136701
224	224	16	3	0	101	3	0.6715	1423959	3973282	2124736
225	225	16	3	0	94	1	0.211	878523	1580624	653911
226	226	16	3	0	96	2	0.2929	789389	1804782	822241
227	227	16	3	0	116	5	0.06955	84592	294005	167133
228	228	16	3	0	88	2	0.1057	290875	679847	276242
229	229	16	3	0	91	2	0.04725	106567	215083	87640
230	230	16	3	0	108	4	0.07559	72727	337890	189185
231	231	16	3	0	114	5	0.0476	34358	125389	69294
232	232	16	3	0	87	3	0.04721	13963	23684	9902
233	233	16	3	2			0.0485	0	27	22
234	234	16	3	0	97	4	0.05495	79843	262792	140417
235	235	16	3	0	104	5	0.07418	76407	348565	176002
236	236	16	3	0	94	3	0.04703	55493	158696	84510
237	237	16	3	0	114	6	0.1226	105723	617878	351629
238	238	16	3	0	107	5	0.07729	147988	412759	210625
239	239	16	3	0	96	3	1.07	1989379	5941707	2865004
240	240	16	3	2			0.04701	0	1519	882
241	241	16	3	0	85	2	0.7601	2921736	4859438	1855253
242	242	16	3	0	92	3	0.04697	8200	20791	10653
243	243	16	3	0	105	3	0.196	456450	1216662	607425
244	244	16	3	0	106	3	0.1501	616272	1171567	528261
245	245	16	3	0	98	3	0.1471	513473	1022037	424831
246	246	16	3	0	113	5	0.04694	7545	12757	5465
247	247	16	3	0	108	4	0.4438	1552755	3196563	1433169
248	248	16	3	0	95	2	0.7302	1654937	4498308	2279852
249	249	16	3	0	92	3	0.04709	90254	153184	60160
250	250	16	3	0	100	3	0.1737	281283	982037	566499
251	251	16	3	0	94	2	0.5314	2507199	4452755	1794329
252	252	16	3	2			0.1363	0	586758	331930
253	253	16	3	0	94	2	0.9071	3365595	6777370	2914131
254	254	16	3	0	86	2	0.06632	290993	501631	193888
255	255	16	3	2			0.04709	0	131970	91588
256	256	16	3	0	98	2	4.538	3505834	20633967	10966968
257	257	16	3	2			0.1093	0	466795	276336
258	258	16	3	0	110	5	0.04706	103440	169869	62324
259	259	16	3	0	93	3	0.2587	836001	1751548	792495
260	260	16	3	0	103	4	0.2539	516413	1486067	766739
261	261	16	3	0	93	3	0.3068	623211	1811405	921816
262	262	16	3	0	100	4	0.413	844032	2547763	1316502
263	263	16	3	0	116	8	4.049	337086	14400475	8199324
264	264	16	3	2			0.05101	0	2	0
265	265	16	3	0	100	4	0.212	594071	1325091	609348
266	266	16	3	0	96	4	1.303	2374443	6282175	3065668
267	267	16	3	0	97	4	0.5211	1698686	3706194	1644545
268	268	16	3	0	101	4	0.1026	276495	559859	269817
269	269	16	3	0	96	3	0.6995	2131182	4057893	1685424
270	270	16	3	0	88	2	2.735	13021997	20901013	7317433
271	271	16	3	0	92	2	0.5325	1975136	3811335	1622138
272	272	16	3	2			0.05532	0	206283	118397
273	273	16	3	0	91	2	0.6016	1975234	4132456	1851197
274	274	16	3	0	87	3	0.04729	66026	129893	57050
275	275	16	3	0	101	3	0.6575	1682313	3788985	1803183
276	276	16	3	0	97	3	0.5001	987654	2794095	1451904
277	277	16	3	0	106	4	0.0542	16371	203803	134952
278	278	16	3	0	99	3	1.191	1668091	6511644	3272769
279	279	16	3	0	113	4	0.2652	652444	1705496	879118
280	280	16	3	0	95	3	0.253	987821	1906905	789547
281	281	16	3	0	92	3	0.153	623258	1172319	493104
282	282	16	3	0	97	3	0.1195	243763	663421	361127
283	283	16	3	0	112	4	1.296	1208516	6614225	3714084
284	284	16	3	0	90	2	0.162	755675	1305954	533826
285	285	16	3	0	92	3	0.4332	1220665	2833006	1352146
286	286	16	3	0	97	3	0.04706	81621	215570	113506
287	287	16	3	0	91	2	0.7435	1852011	4397683	1781887
288	288	16	3	0	90	3	0.475	918770	2552980	1131446
289	289	16	3	0	115	4	5.129	1361568	21391861	12480264
290	290	16	3	0	96	3	0.406	1379289	2884026	1341064
291	291	16	3	0	91	3	0.05045	165189	310842	126162
292	292	16	3	0	110	4	0.09888	234652	583398	282270
293	293	16	3	0	100	3	0.04719	31583	96577	52183
294	294	16	3	0	95	3	0.748	3068272	5678922	2478639
295	295	16	3	0	96	3	0.8258	2389025	5475926	2410965
296	296	16	3	0	96	3	0.09464	285358	622995	270728
297	297	16	3	0	92	3	0.6021	2484714	4731074	1952417
298	298	16	3	0	95	3	0.3252	1449910	2619278	1099430
299	299	16	3	0	94	4	0.1697	383981	1005054	478960
300	300	16	3	0	105	4	0.09045	64271	402033	228181
301	301	16	3	0	106	4	0.04711	81760	180884	89618
302	302	16	3	0	92	3	0.7251	2207331	5140107	2259407
303	303	16	3	0	97	3	1.149	2692146	7277698	3544854
304	304	16	3	0	87	3	0.1883	480479	1006938	464001
305	305	16	3	0	101	4	0.1113	269152	537101	220438
306	306	16	3	0	108	5	0.1379	172065	678749	373769
307	307	16	3	0	94	3	0.1031	411721	670775	247989
308	308	16	3	0	114	5	0.04776	34929	90373	45144
309	309	16	3	2			0.1232	0	397025	246052
310	310	16	3	0	86	2	0.3983	1455546	2510739	982869
311	311	16	3	0	114	4	1.124	2427143	6517479	3428128
312	312	16	3	2			0.0469	0	2	1
313	313	16	3	0	93	3	0.04689	19376	48675	24756
314	314	16	3	2			0.04741	0	183	95
315	315	16	3	0	93	2	0.04761	158495	279098	113316
316	316	16	3	0	94	3	2.852	8567768	17728525	7430305
317	317	16	3	0	98	3	0.07985	181444	381184	167994
318	318	16	3	0	92	2	0.4776	1073382	2833706	1245266
319	319	16	3	0	106	3	0.1572	446394	1011076	480133
320	320	16	3	0	107	5	0.04714	37827	170284	97060
321	321	16	3	0	111	4	0.1616	115262	765549	442429
322	322	16	3	2			0.04697	0	0	0
323	323	16	3	0	104	3	0.11	250206	659763	348517
324	324	16	3	2			0.2409	0	986567	617668
325	325	16	3	0	87	3	0.5745	2263852	4355528	1745439
326	326	16	3	0	109	4	0.5515	650072	2920164	1698958
327	327	16	3	0	111	4	3.859	2591013	16883378	10958000
328	328	16	3	0	93	2	1.209	3550327	7538944	3487826
329	329	16	3	0	107	4	0.05603	114723	310134	166758
330	330	16	3	0	100	4	0.04701	21392	60316	33484
331	331	16	3	2			0.04784	0	47	26
332	332	16	3	2			0.04908	0	26135	14548
333	333	16	3	0	85	2	1.375	5300336	9790214	4022260
334	334	16	3	2			0.047	0	1121	621
335	335	16	3	0	99	5	0.1345	234488	746765	374750
336	336	16	3	0	109	3	0.6182	618432	2978862	1698374
337	337	16	3	0	84	3	0.04785	95816	192698	85180
338	338	16	3	0	97	3	0.475	2321644	3686103	1345835
339	339	16	3	0	86	2	2.024	8230706	14572972	5611587
340	340	16	3	0	102	4	0.551	1219457	3280215	1543765
341	341	16	3	0	100	3	0.1291	334250	825088	387801
342	342	16	3	0	96	4	0.3532	833696	2167779	1126983
343	343	16	3	0	96	4	0.1264	341752	780058	378887
344	344	16	3	0	91	2	0.2841	1263139	2303705	922697
345	345	16	3	2			0.1484	0	636520	360941
346	346	16	3	2			10.05	0	34333919	20216983
347	347	16	3	0	92	3	1.676	4162782	9227464	4119910
348	348	16	3	2			25.46	0	75785585	47802366
349	349	16	3	0	96	3	3.028	3818726	14734261	6911685
350	350	16	3	0	93	3	0.04773	136757	238135	95820
351	351	16	3	0	116	6	0.04728	13962	109565	65994
352	352	16	3	0	99	3	0.5329	1552290	3497184	1690232
353	353	16	3	0	91	3	0.8245	3484301	6370311	2634938
354	354	16	3	0	93	2	0.8538	1999362	5269002	2460373
355	355	16	3	0	108	5	0.047	15487	103564	60362
356	356	16	3	2			0.04798	0	4317	2511
357	357	16	3	0	106	4	0.1014	225956	593381	286520
358	358	16	3	0	103	4	0.4531	1344074	3181720	1486193
359	359	16	3	0	94	3	1.047	4096432	7531203	3109886
360	360	16	3	0	98	3	0.5357	1736136	3530074	1592074
361	361	16	3	0	83	3	0.09964	453350	792303	325777
362	362	16	3	2			1.276	0	5030771	2959737
363	363	16	3	0	98	3	0.6796	1247367	3524368	1788534
364	364	16	3	0	98	3	0.06939	180813	412887	185938
365	365	16	3	0	98	3	0.4837	1162819	3061463	1448270
366	366	16	3	2			0.04728	0	1465	1070
367	367	16	3	0	96	2	0.3981	1007011	2573280	1155553
368	368	16	3	0	96	4	0.1395	366343	914296	441553
369	369	16	3	0	110	4	0.09192	126462	468807	256195
370	370	16	3	0	93	4	0.2323	835375	1613316	648398
371	371	16	3	0	82	2	0.3404	602127	2014665	880688
372	372	16	3	0	84	2	0.2345	1197459	2034216	733746
373	373	16	3	0	106	5	0.4079	675960	2260933	1250164
374	374	16	3	0	106	4	0.3191	1037233	2251981	1075937
375	375	16	3	0	95	2	11.22	36313431	68004996	28017618
376	376	16	3	0	95	3	0.1204	386913	837564	399915
377	377	16	3	0	102	3	0.5284	843314	3070385	1682261
378	378	16	3	0	89	2	0.3284	1382332	2599832	952650
379	379	16	3	0	101	4	0.04696	67903	140620	71287
380	380	16	3	0	105	4	0.1989	539121	1332861	647610
381	381	16	3	0	102	3	0.7823	1832254	4900152	2688803
382	382	16	3	2			0.3553	0	1470805	968789
383	383	16	3	0	92	3	0.1207	477081	898361	407235
384	384	16	3	0	97	3	0.1166	241628	672199	334175
385	385	16	3	0	100	4	0.09533	248751	559335	250449
386	386	16	3	0	98	3	0.1395	440896	921039	432418
387	387	16	3	0	92	1	0.5417	2154045	4097660	1713447
388	388	16	3	0	104	4	13.09	23657740	62986343	32111771
389	389	16	3	0	108	5	0.1963	234113	786906	440511
390	390	16	3	2			0.04749	0	0	0
391	391	16	3	0	112	4	2.464	2421439	11563611	6799778
392	392	16	3	0	100	4	0.1279	381853	851092	418616
393	393	16	3	0	90	2	0.868	3508317	6571467	2847583
394	394	16	3	0	103	5	0.04706	62993	119790	52568
395	395	16	3	2			0.0479	0	97842	55712
396	396	16	3	2			0.0477	0	103	55
397	397	16	3	0	98	3	0.6168	2321696	4193055	1763768
398	398	16	3	0	95	3	0.04696	18777	36334	19044
399	399	16	3	0	91	3	2.168	4382253	10532702	4924511
400	400	16	3	0	104	4	0.1234	176859	541577	283728
401	401	16	3	0	107	3	2.028	2837356	9593282	5304304
402	402	16	3	0	99	3	0.1121	400763	777640	342379
403	403	16	3	0	100	4	0.5105	1280410	2950643	1376373
404	404	16	3	2			0.04823	0	6911	3908
405	405	16	3	0	88	2	0.09806	380820	630239	232508
406	406	16	3	0	95	2	0.2451	837948	1493493	606028
407	407	16	3	0	98	3	0.3433	981439	2193700	1006122
408	408	16	3	0	91	3	0.1646	604791	1197720	494994
409	409	16	3	2			0.04714	0	95028	59853
410	410	16	3	0	95	4	0.04745	51942	107922	51011
411	411	16	3	0	96	3	0.5223	918321	2931977	1464942
412	412	16	3	0	103	3	0.1651	436666	1038286	502913
413	413	16	3	0	91	2	1.722	4726596	10441488	4959742
414	414	16	3	0	96	3	0.08489	249120	481969	212180
415	415	16	3	0	101	3	2.542	6980688	14891715	6931091
416	416	16	3	0	98	3	0.3716	1219974	2607397	1237779
417	417	16	3	0	95	2	0.4025	1511307	3059890	1354839
418	418	16	3	0	110	5	0.04717	116852	254730	114432
419	419	16	3	2			0.04703	0	216	105
420	420	16	3	3			71.77	59335662	260990755	150000019
421	421	16	3	0	95	2	0.04841	31226	74886	40739
422	422	16	3	0	106	3	0.2086	486441	1147350	590786
423	423	16	3	0	100	4	0.09116	430459	709856	264874
424	424	16	3	2			0.04716	0	17778	10528
425	425	16	3	0	90	2	0.1154	428426	808408	344083
426	426	16	3	0	94	2	0.1128	334267	689630	302856
427	427	16	3	0	94	3	0.4456	839233	2595954	1340849
428	428	16	3	0	101	3	0.07628	156228	423364	221437
429	429	16	3	0	98	3	0.5121	1101009	3038682	1598596
430	430	16	3	0	91	2	0.199	752823	1281414	499865
431	431	16	3	0	113	4	0.07053	168059	388478	187526
432	432	16	3	0	95	2	0.0674	268505	471256	190766
433	433	16	3	0	89	2	0.2191	1083666	1842388	690465
434	434	16	3	0	104	4	0.6871	849064	3561512	1951784
435	435	16	3	0	95	3	0.1823	701525	1208400	479706
436	436	16	3	0	106	5	0.5915	1363243	3621590	1818732
437	437	16	3	0	94	2	0.4735	1669891	3348676	1471256
438	438	16	3	0	109	6	0.09235	113751	446587	278010
439	439	16	3	0	100	2	0.4939	596205	2515777	1423836
440	440	16	3	0	100	4	1.009	1598409	5269771	2793380
441	441	16	3	0	103	3	0.2472	210732	1017942	539014
442	442	16	3	0	88	2	0.07952	269801	525464	205232
443	443	16	3	2			1.478	0	5157103	2987168
444	444	16	3	2			0.04699	0	21163	12904
445	445	16	3	0	100	4	0.3694	616699	1932329	1031780
446	446	16	3	0	89	2	0.06246	125617	332658	164652
447	447	16	3	0	90	3	0.04706	96379	184126	83487
448	448	16	3	0	98	2	0.518	1797490	3388954	1416850
449	449	16	3	0	98	2	2.024	5007442	12261290	6242492
450	450	16	3	0	91	3	0.1035	280603	620651	288532
451	451	16	3	0	117	6	0.05167	155736	302772	136392
452	452	16	3	0	105	4	1.299	4183704	8885166	4043954
453	453	16	3	0	112	4	0.4846	207137	2147459	1248160
454	454	16	3	2			0.04701	0	466	242
455	455	16	3	0	104	3	0.4087	668670	2183030	1198012
456	456	16	3	0	93	3	0.1224	214252	682713	368312
457	457	16	3	2			0.048	0	7	2
458	458	16	3	0	96	4	0.04717	65515	163277	79120
459	459	16	3	0	92	3	0.09501	228645	558309	270824
460	460	16	3	0	97	3	0.3591	844793	2194538	1035257
461	461	16	3	0	95	3	0.2953	1325880	2285402	942322
462	462	16	3	0	89	2	0.3742	1169311	2536682	1175038
463	463	16	3	2			0.1463	0	589628	343512
464	464	16	3	0	104	3	0.04749	68514	212860	123822
465	465	16	3	0	94	4	0.2007	712322	1372597	584257
466	466	16	3	0	110	5	0.1289	81419	594049	346311
467	467	16	3	0	124	6	0.1575	31096	664670	381752
468	468	16	3	0	104	2	0.1129	135852	565261	310925
469	469	16	3	0	94	3	0.3642	895559	2233417	1090556
470	470	16	3	2			0.0469	0	0	0
471	471	16	3	2			0.04818	0	8	5
472	472	16	3	2			0.05189	0	1724	1098
473	473	16	3	2			0.04943	0	3535	2002
474	474	16	3	0	134	6	0.1828	126569	829121	513376
475	475	16	3	0	89	2	0.2431	647798	1494967	714877
476	476	16	3	0	103	4	1.612	3794225	9760723	4888171
477	477	16	3	0	102	4	0.2362	1205111	1981125	713542
478	478	16	3	0	100	3	0.2133	417877	1124973	536705
479	479	16	3	2			0.04701	0	63170	37579
480	480	16	3	2			0.04706	0	22	17
481	481	16	3	0	100	3	0.09216	223383	565119	273872
482	482	16	3	0	98	3	0.6581	1659611	4009705	1877722
483	483	16	3	0	96	3	0.231	671673	1527081	730440
484	484	16	3	0	123	6	0.04789	12407	187141	113364
485	485	16	3	2			0.0469	0	38	15
486	486	16	3	0	93	3	1.926	6402445	13085022	5677539
487	487	16	3	0	98	2	1.267	2487099	7390642	3833445
488	488	16	3	0	92	3	0.5726	1991381	4004652	1797167
489	489	16	3	2			20.63	0	69660786	40943341
490	490	16	3	0	93	2	0.04703	99934	207857	90587
491	491	16	3	0	118	7	0.2015	100505	850844	491065
492	492	16	3	0	92	3	0.1229	363083	799170	357416
493	493	16	3	0	97	3	0.04833	113182	230506	105024
494	494	16	3	0	105	5	0.04712	42040	123552	64322
495	495	16	3	0	104	3	0.561	1066286	3287218	1849443
496	496	16	3	0	92	3	0.4831	1818391	3518158	1506072
497	497	16	3	0	97	3	2.099	4168810	11650555	5605123
498	498	16	3	0	107	4	0.04699	25333	82687	44296
