row	seed	threads	draw	outcome	moves	passes	time	fringe	advances	mvtree
1	1	16	3	0	97	3	0.05972	148131	86747	81392
2	2	16	3	0	125	7	0.07466	141949	215100	213527
3	3	16	3	0	97	3	0.2949	1343251	1026761	890959
4	4	16	3	0	92	3	0.6682	2875776	2423006	2139196
5	5	16	3	0	104	4	0.8939	2119762	3558736	2668427
6	6	16	3	2			0.03172	0	81133	47961
7	7	16	3	2			0.008064	0	6204	3606
8	8	16	3	0	112	6	0.02448	10985	43605	28883
9	9	16	3	0	99	3	0.4162	752072	1714072	1311180
10	10	16	3	0	107	5	0.285	389744	1145839	805862
11	11	16	3	0	111	4	6.268	10921574	20763322	15106095
12	12	16	3	0	100	4	0.1347	338532	458723	381399
13	13	16	3	2			0.04819	0	123041	73478
14	14	16	3	0	88	2	0.3455	1150801	1349800	968799
15	15	16	3	0	92	2	0.8901	3014054	3382481	2670982
16	16	16	3	0	106	4	0.07539	96689	229829	163219
17	17	16	3	0	107	3	0.06026	110280	148236	127023
18	18	16	3	0	97	2	0.4416	681255	1786238	1312506
19	19	16	3	2			0.004516	0	54	32
20	20	16	3	0	97	3	1.924	5610775	7090961	5586750
21	21	16	3	0	96	2	0.0747	149458	201663	157332
22	22	16	3	0	88	3	0.03784	60339	67033	54345
23	23	16	3	0	101	5	1.688	3520046	6233348	4281988
24	24	16	3	0	98	3	10.37	24217593	35086611	26155198
25	25	16	3	0	97	3	0.05513	128698	129531	111540
26	26	16	3	0	106	4	0.2035	101985	840033	517581
27	27	16	3	0	101	5	0.2645	824081	970079	819030
28	28	16	3	2			2.965	0	11820245	6777331
29	29	16	3	0	111	5	0.1394	51238	526539	321567
30	30	16	3	0	121	6	0.1194	133012	395026	286807
31	31	16	3	2			0.01096	0	12608	7484
32	32	16	3	0	101	3	0.3338	753180	1232012	951109
33	33	16	3	2			0.003719	0	1	0
34	34	16	3	2			0.004095	0	76	42
35	35	16	3	0	100	4	1.962	2745477	7287203	4918906
36	36	16	3	2			0.004214	0	26	12
37	37	16	3	0	98	3	0.1239	398919	416129	348456
38	38	16	3	0	102	4	0.156	213600	575616	364656
39	39	16	3	0	98	3	0.2055	492651	754782	588249
40	40	16	3	0	114	4	0.527	813241	2202019	1467768
41	41	16	3	0	89	3	0.2902	1360907	973782	807074
42	42	16	3	0	102	3	0.3552	810171	1338836	1040032
43	43	16	3	0	90	3	0.1606	530134	532794	441856
44	44	16	3	0	96	3	0.1809	282683	684513	537263
45	45	16	3	0	104	4	0.1318	290711	467432	399259
46	46	16	3	0	95	3	0.1001	298621	296540	247951
47	47	16	3	0	107	5	0.174	309469	666965	469400
48	48	16	3	0	99	3	0.29	868804	1041334	812242
49	49	16	3	0	95	3	0.3689	989004	1393023	1098932
50	50	16	3	0	100	4	0.2463	551607	922923	717362
51	51	16	3	0	102	4	2.622	3151692	10136247	6645355
52	52	16	3	0	83	2	0.09086	341704	274863	237649
53	53	16	3	2			0.003996	0	1	0
54	54	16	3	2			2.619	0	10606669	5728228
55	55	16	3	0	98	3	0.5667	994792	2341663	1660190
56	56	16	3	0	90	3	0.04186	28929	86747	55187
57	57	16	3	0	101	5	0.0633	59287	181524	124573
58	58	16	3	2			0.01629	0	29525	17529
59	59	16	3	0	107	4	0.09399	126869	310265	221005
60	60	16	3	0	95	3	0.6619	1594272	2581314	1856147
61	61	16	3	0	90	3	1.478	4279194	5281330	4114314
62	62	16	3	0	99	4	0.08115	230992	248866	206309
63	63	16	3	0	109	5	0.1705	232815	641542	428274
64	64	16	3	2			0.003665	0	1	0
65	65	16	3	0	101	4	0.04811	86986	103487	82408
66	66	16	3	2			0.9721	0	4218918	2482274
67	67	16	3	0	98	3	0.09157	192837	285992	228715
68	68	16	3	0	102	4	0.1584	361494	555032	456697
69	69	16	3	0	97	3	0.1055	286725	342882	270118
70	70	16	3	0	80	3	0.04652	159034	79640	71209
71	71	16	3	0	86	2	0.05436	145459	130931	123569
72	72	16	3	0	97	3	0.1094	363652	350624	299717
73	73	16	3	0	103	4	0.4832	813946	1982336	1409815
74	74	16	3	2			0.003604	0	1	0
75	75	16	3	0	89	2	0.6964	1805684	2778976	1966499
76	76	16	3	0	92	3	0.06188	128828	156655	138283
77	77	16	3	0	103	4	0.04778	62517	102732	84507
78	78	16	3	0	97	2	2.032	2906182	7912445	5582644
79	79	16	3	0	91	1	0.4967	1196743	2061973	1425748
80	80	16	3	2			0.004208	0	41	17
81	81	16	3	0	93	3	0.08731	315842	248214	207316
82	82	16	3	0	99	3	2.342	4633724	8672436	6304322
83	83	16	3	0	97	3	0.3414	1153526	1275924	1020834
84	84	16	3	2			0.007064	0	3561	2589
85	85	16	3	0	109	4	0.1177	85366	434708	304622
86	86	16	3	0	112	4	0.2663	240895	1072854	690254
87	87	16	3	0	95	3	0.04775	79253	103136	88509
88	88	16	3	0	112	6	0.4784	364319	2068979	1266709
89	89	16	3	0	119	6	0.06559	48976	187058	123237
90	90	16	3	0	103	4	0.05549	42861	148656	104558
91	91	16	3	0	110	3	24.19	34572440	84118739	61555328
92	92	16	3	0	90	3	0.1983	542958	711884	561967
93	93	16	3	0	95	3	1.821	5241575	6658820	5199436
94	94	16	3	0	110	4	0.1174	50433	445310	279484
95	95	16	3	0	101	3	2.806	6786456	10124685	7842437
96	96	16	3	0	91	2	1.212	5091833	4389519	3639687
97	97	16	3	0	121	5	0.1622	98632	588883	386555
98	98	16	3	2			0.3335	0	1421783	798629
99	99	16	3	0	124	8	23.3	8342656	79580757	47392413
100	100	16	3	0	95	3	3.059	10572812	10250051	8268330
101	101	16	3	0	95	3	0.08718	188730	265845	206840
102	102	16	3	0	120	6	0.3007	737284	1092675	824386
103	103	16	3	0	87	2	0.0721	210388	199595	162549
104	104	16	3	0	108	4	0.3944	424530	1615790	1187574
105	105	16	3	0	94	4	0.1498	466832	506606	371145
106	106	16	3	0	97	4	2.769	7615447	9377680	7286820
107	107	16	3	2			0.8474	0	3490057	2016374
108	108	16	3	0	104	5	0.2959	711629	1127831	851868
109	109	16	3	0	128	7	0.1692	260183	598303	437516
110	110	16	3	0	92	1	0.3699	1316310	1405360	1307696
111	111	16	3	0	101	4	0.3808	1642621	1341358	1172872
112	112	16	3	2			0.008313	0	7739	4646
113	113	16	3	0	102	3	0.4476	1250197	1777836	1418112
114	114	16	3	0	104	4	0.5462	838208	2214720	1588361
115	115	16	3	0	91	2	0.1372	360896	470353	375179
116	116	16	3	0	103	3	0.2727	888786	974642	808513
117	117	16	3	0	119	5	0.2633	91808	1063402	648070
118	118	16	3	0	95	3	0.2221	1031461	729286	642259
119	119	16	3	0	105	3	2.669	3290407	10430556	6901167
120	120	16	3	0	93	2	5.755	13489887	19891744	13681758
121	121	16	3	0	110	4	1.418	1820597	5669389	4302323
122	122	16	3	2			0.06812	0	227088	139862
123	123	16	3	0	122	6	0.5334	950300	2136039	1625229
124	124	16	3	0	92	2	0.681	1453813	2670200	1695120
125	125	16	3	0	88	3	0.4511	1459459	1775823	1418122
126	126	16	3	0	103	4	0.4488	784220	1750411	1266602
127	127	16	3	2			0.004093	0	83	42
128	128	16	3	0	97	3	0.09396	201916	290684	232978
129	129	16	3	0	98	4	0.05089	55129	127771	99731
130	130	16	3	0	99	3	0.5064	1515709	1862508	1421904
131	131	16	3	2			0.05008	0	131579	74521
132	132	16	3	2			0.2449	0	1087735	708729
133	133	16	3	0	89	2	0.09568	443514	264648	237557
134	134	16	3	0	91	3	0.1418	527800	450470	371213
135	135	16	3	0	97	3	0.6624	3061063	2312244	1967179
136	136	16	3	2			0.004669	0	3	0
137	137	16	3	0	92	2	0.06675	164911	182293	149266
138	138	16	3	2			0.005025	0	1482	868
139	139	16	3	0	95	2	0.2491	506802	935176	672939
140	140	16	3	0	98	2	0.7872	2406135	3040153	2403069
141	141	16	3	0	95	2	3.486	10607861	12054871	9203076
142	142	16	3	2			0.004243	0	57	27
143	143	16	3	0	99	4	0.1136	258635	468081	354545
144	144	16	3	0	114	4	0.5301	1099391	2151566	1617606
145	145	16	3	0	87	1	0.1679	761585	548516	487744
146	146	16	3	0	101	4	0.04812	39187	116338	81573
147	147	16	3	0	112	5	0.02167	2973	33805	21540
148	148	16	3	0	86	2	0.1012	378635	305998	266332
149	149	16	3	0	100	4	0.4378	1003331	1647946	1269300
150	150	16	3	2			0.2757	0	1188601	688336
151	151	16	3	0	99	3	0.3025	699795	1098208	844316
152	152	16	3	0	112	5	0.1517	260007	554582	432284
153	153	16	3	0	97	3	4.187	9911692	15007027	11141411
154	154	16	3	0	96	3	0.5687	571122	2362977	1467526
155	155	16	3	0	98	3	0.05843	55465	162835	111497
156	156	16	3	2			0.0608	0	186796	102727
157	157	16	3	0	102	3	0.6171	1274947	2340242	1720815
158	158	16	3	0	95	3	0.2338	657730	867584	673514
159	159	16	3	0	100	4	1.135	3337795	4195392	3145356
160	160	16	3	2			0.1242	0	483827	277016
161	161	16	3	0	95	3	0.08463	190794	254708	220378
162	162	16	3	0	102	3	0.2305	553954	898529	736044
163	163	16	3	0	108	5	0.1815	423190	638448	523482
164	164	16	3	2			0.004481	0	11	5
165	165	16	3	0	92	3	0.06015	138379	146314	123431
166	166	16	3	0	102	4	0.1303	233894	467356	339755
167	167	16	3	0	94	3	0.04356	71080	79626	63950
168	168	16	3	0	97	4	0.4627	1054342	1811081	1356785
169	169	16	3	0	91	3	0.5051	1538129	1995079	1541315
170	170	16	3	0	100	2	0.8556	3340817	3217277	2680094
171	171	16	3	0	105	3	1.953	4174703	7160159	5316832
172	172	16	3	2			0.4944	0	2082381	1260621
173	173	16	3	0	90	2	0.5489	1611541	2266334	1641151
174	174	16	3	0	96	3	0.5722	1736864	2234364	1684370
175	175	16	3	2			0.2596	0	1068459	598776
176	176	16	3	0	79	2	0.1924	1091185	594516	541957
177	177	16	3	0	97	3	0.07162	136556	198561	169583
178	178	16	3	0	102	2	1.637	3433916	6081278	4487961
179	179	16	3	2			0.03158	0	48609	29534
180	180	16	3	0	95	3	1.303	2108450	5059522	3508579
181	181	16	3	2			0.2788	0	1215557	683826
182	182	16	3	0	92	3	0.1145	370741	349094	292325
183	183	16	3	0	99	3	1.79	3333323	6623605	4782230
184	184	16	3	0	101	3	1.121	1833827	4466800	3382539
185	185	16	3	0	101	3	3.006	9465374	10266166	8192443
186	186	16	3	0	122	5	0.2846	291771	1128325	732068
187	187	16	3	0	127	6	0.01132	1363	11242	7434
188	188	16	3	0	104	3	0.6428	2567464	2382634	1948200
189	189	16	3	2			0.004126	0	30	23
190	190	16	3	0	102	4	0.1133	182039	396161	290248
191	191	16	3	0	112	5	0.09045	47794	308917	195585
192	192	16	3	0	100	3	0.7362	2193556	2860918	2261678
193	193	16	3	2			0.004423	0	667	350
194	194	16	3	0	101	4	0.3305	1311076	1207424	1068483
195	195	16	3	0	111	4	0.334	951388	1266927	1067000
196	196	16	3	0	97	3	0.7481	1869195	2986477	2421909
197	197	16	3	0	95	3	0.05332	91467	129953	118648
198	198	16	3	0	96	3	0.01344	4693	13600	10768
199	199	16	3	2			0.00458	0	960	511
200	200	16	3	0	100	3	1.203	3254725	4482199	3708019
201	201	16	3	0	104	5	0.02659	30238	33904	29913
202	202	16	3	0	89	3	0.7913	2659469	3150420	2460340
203	203	16	3	0	97	3	0.09188	250305	269764	224398
204	204	16	3	0	89	3	0.0153	13014	13739	11965
205	205	16	3	0	104	4	0.08464	83629	280403	210158
206	206	16	3	0	90	3	0.09895	349126	288383	247168
207	207	16	3	0	98	3	0.05131	52138	107262	79963
208	208	16	3	0	112	5	0.1001	161876	307761	229645
209	209	16	3	0	109	4	0.1947	226589	770784	527730
210	210	16	3	0	105	3	0.3338	653872	1291677	949599
211	211	16	3	2			13.26	0	44671304	24978203
212	212	16	3	0	91	2	0.2069	474092	766822	607680
213	213	16	3	0	101	3	0.3428	358231	1416248	963244
214	214	16	3	0	108	3	0.2333	216765	936886	647396
215	215	16	3	0	103	3	0.1527	278218	569498	441113
216	216	16	3	2			0.8194	0	3482644	1952015
217	217	16	3	0	101	3	1.918	1942515	7432143	4911829
218	218	16	3	0	105	3	0.3846	1222907	1380299	1146961
219	219	16	3	0	89	2	0.404	1668220	1551812	1316783
220	220	16	3	0	100	3	0.4265	1326000	1659664	1196593
221	221	16	3	0	98	3	0.4099	1143188	1529426	1150865
222	222	16	3	0	94	3	0.1086	261811	336067	268870
223	223	16	3	0	84	2	0.06215	164671	155573	136826
224	224	16	3	0	101	3	0.6765	1424366	2753620	2124677
225	225	16	3	0	94	1	0.2163	879033	762274	653195
226	226	16	3	0	96	2	0.3066	789207	1124646	821690
227	227	16	3	0	116	5	0.07371	84560	217561	167341
228	228	16	3	0	88	2	0.1163	295014	407582	278323
229	229	16	3	0	91	2	0.05077	106345	112151	87763
230	230	16	3	0	108	4	0.08501	72677	274554	189281
231	231	16	3	0	114	5	0.04609	34386	100849	69616
232	232	16	3	0	87	3	0.0146	13983	9991	10063
233	233	16	3	2			0.003969	0	31	22
234	234	16	3	0	97	4	0.06522	79788	187519	140463
235	235	16	3	0	104	5	0.08677	76408	290136	176087
236	236	16	3	0	94	3	0.04394	55547	109538	84671
237	237	16	3	0	114	6	0.139	105826	530919	351993
238	238	16	3	0	107	5	0.09104	147648	280436	210811
239	239	16	3	0	96	3	1.121	1989328	4310818	2866328
240	240	16	3	2			0.004937	0	1538	924
241	241	16	3	0	85	2	0.6487	2920405	2265564	1853788
242	242	16	3	0	92	3	0.01402	8231	12909	10681
243	243	16	3	0	105	3	0.2136	456212	801567	607508
244	244	16	3	0	106	3	0.1662	616419	582406	529036
245	245	16	3	0	98	3	0.1631	513935	557744	425859
246	246	16	3	0	113	5	0.01065	7020	4912	5187
247	247	16	3	0	108	4	0.4654	1553207	1733387	1433397
248	248	16	3	0	95	2	0.767	1654501	3083659	2283226
249	249	16	3	0	92	3	0.03729	90710	65559	60737
250	250	16	3	0	100	3	0.1901	281345	726344	567009
251	251	16	3	0	94	2	0.557	2517231	2091634	1801925
252	252	16	3	2			0.1495	0	608992	332289
253	253	16	3	0	94	2	0.9479	3364444	3697789	2914143
254	254	16	3	0	86	2	0.07917	291060	221388	193720
255	255	16	3	2			0.05064	0	134533	91861
256	256	16	3	0	98	2	4.636	3507011	17904728	10968253
257	257	16	3	2			0.1186	0	480168	276419
258	258	16	3	0	110	5	0.04398	104212	70185	63107
259	259	16	3	0	93	3	0.2845	836192	1002707	792616
260	260	16	3	0	103	4	0.2785	516329	1033951	767294
261	261	16	3	0	93	3	0.331	677188	1256787	936789
262	262	16	3	0	100	4	0.4412	844078	1778434	1316402
263	263	16	3	0	116	8	3.803	337012	14808340	8189010
264	264	16	3	2			0.004078	0	3	0
265	265	16	3	0	100	4	0.215	594361	800021	609713
266	266	16	3	0	96	4	1.089	2375404	4254764	3065105
267	267	16	3	0	97	4	0.5528	1698629	2092310	1644164
268	268	16	3	0	101	4	0.09579	276429	298963	269774
269	269	16	3	0	96	3	0.5651	2131607	2098912	1684564
270	270	16	3	0	88	2	2.674	13016999	8634783	7317895
271	271	16	3	0	92	2	0.5088	1975025	1915546	1622804
272	272	16	3	2			0.06772	0	212967	118685
273	273	16	3	0	91	2	0.6185	1974891	2366726	1850997
274	274	16	3	0	87	3	0.03961	65767	67495	56858
275	275	16	3	0	101	3	0.6061	1682546	2243408	1801605
276	276	16	3	0	97	3	0.501	988092	1916265	1452757
277	277	16	3	0	106	4	0.06529	16325	198251	135354
278	278	16	3	0	99	3	1.238	1668966	5069859	3273903
279	279	16	3	0	113	4	0.2921	652266	1109876	878476
280	280	16	3	0	95	3	0.2708	987942	981695	792036
281	281	16	3	0	92	3	0.1647	623253	589429	492790
282	282	16	3	0	97	3	0.1333	243250	455532	362679
283	283	16	3	0	112	4	1.352	1208397	5659641	3714176
284	284	16	3	0	90	2	0.1733	755189	591677	534068
285	285	16	3	0	92	3	0.4604	1220670	1731755	1352359
286	286	16	3	0	97	3	0.0548	81881	140897	114543
287	287	16	3	0	91	2	0.832	3488009	3111989	2579391
288	288	16	3	0	90	3	0.469	919386	1833890	1133026
289	289	16	3	0	115	4	5.128	1361479	20836447	12485295
290	290	16	3	0	96	3	0.4248	1382106	1606385	1346144
291	291	16	3	0	91	3	0.06266	165372	154476	126672
292	292	16	3	0	110	4	0.1177	236052	368580	284034
293	293	16	3	0	100	3	0.03659	31681	67434	52109
294	294	16	3	0	95	3	0.8052	3067738	2861594	2478486
295	295	16	3	0	96	3	0.8803	2378804	3400576	2410021
296	296	16	3	0	96	3	0.1064	284834	354141	270477
297	297	16	3	0	92	3	0.628	2484872	2407093	1955792
298	298	16	3	0	95	3	0.3492	1449273	1254462	1099435
299	299	16	3	0	94	4	0.1849	384027	674362	479557
300	300	16	3	0	105	4	0.1056	64266	351311	229279
301	301	16	3	0	106	4	0.04789	81356	102099	89085
302	302	16	3	0	92	3	0.7508	1663967	3062412	2142790
303	303	16	3	0	97	3	1.188	2691982	4829438	3544067
304	304	16	3	0	87	3	0.1584	483044	550173	466290
305	305	16	3	0	101	4	0.09894	269722	288969	220444
306	306	16	3	0	108	5	0.1418	172568	544515	374281
307	307	16	3	0	94	3	0.0997	408968	285804	246619
308	308	16	3	0	114	5	0.03546	34910	58398	45041
309	309	16	3	2			0.1102	0	422940	246045
310	310	16	3	0	86	2	0.3263	1455521	1161482	982047
311	311	16	3	0	114	4	1.142	2427799	4323679	3428566
312	312	16	3	2			0.004105	0	3	1
313	313	16	3	0	93	3	0.02427	19595	30828	25398
314	314	16	3	2			0.004169	0	200	104
315	315	16	3	0	93	2	0.05673	158281	125172	113476
316	316	16	3	0	94	3	2.888	8566823	9832721	7427899
317	317	16	3	0	98	3	0.0765	181737	214461	168267
318	318	16	3	0	92	2	0.4854	1073876	1924399	1246738
319	319	16	3	0	106	3	0.1733	446948	605782	480622
320	320	16	3	0	107	5	0.05399	37823	134539	96821
321	321	16	3	0	111	4	0.1779	115409	674041	442582
322	322	16	3	2			0.0036	0	1	0
323	323	16	3	0	104	3	0.1236	250258	432300	348965
324	324	16	3	2			0.2565	0	1037242	618080
325	325	16	3	0	87	3	0.6152	2264194	2250000	1745924
326	326	16	3	0	109	4	0.5709	650203	2418079	1700449
327	327	16	3	0	111	4	3.922	2591062	14775246	10947881
328	328	16	3	0	93	2	1.237	3551600	4625853	3486363
329	329	16	3	0	107	4	0.07031	114719	202590	166947
330	330	16	3	0	100	4	0.02923	21357	40560	33577
331	331	16	3	2			0.004107	0	48	28
332	332	16	3	2			0.01722	0	26433	14589
333	333	16	3	0	85	2	1.465	5300611	5092647	4022699
334	334	16	3	2			0.004866	0	1144	625
335	335	16	3	0	99	5	0.1468	234475	542087	374965
336	336	16	3	0	109	3	0.6151	618729	2484905	1697588
337	337	16	3	0	84	3	0.04742	95646	103495	85292
338	338	16	3	0	97	3	0.4462	2322950	1563295	1345806
339	339	16	3	0	86	2	2.056	8225215	6954615	5609982
340	340	16	3	0	102	4	0.5929	1219289	2246443	1544354
341	341	16	3	0	100	3	0.1431	334354	511466	387983
342	342	16	3	0	96	4	0.3734	834297	1435830	1125018
343	343	16	3	0	96	4	0.1398	341738	488714	379248
344	344	16	3	0	91	2	0.2988	1263288	1105145	922660
345	345	16	3	2			0.1659	0	669195	361078
346	346	16	3	2			10.03	0	36607194	20203960
347	347	16	3	0	92	3	1.554	4163461	5517968	4119209
348	348	16	3	2			24	0	80466760	47780736
349	349	16	3	0	96	3	2.99	3818328	11558784	6910347
350	350	16	3	0	93	3	0.05063	136966	107326	96088
351	351	16	3	0	116	6	0.04206	13949	99450	66182
352	352	16	3	0	99	3	0.5597	1552313	2115434	1690931
353	353	16	3	0	91	3	0.8521	3476704	3172322	2626550
354	354	16	3	0	93	2	0.8917	2008333	3519658	2465764
355	355	16	3	0	108	5	0.04337	15446	94492	60372
356	356	16	3	2			0.00658	0	4395	2499
357	357	16	3	0	106	4	0.1127	226069	382969	287180
358	358	16	3	0	103	4	0.4829	1344214	1885503	1484722
359	359	16	3	0	94	3	1.093	4100638	3709343	3111831
360	360	16	3	0	98	3	0.5674	1736120	2068937	1592522
361	361	16	3	0	83	3	0.1137	446979	349491	321355
362	362	16	3	2			1.272	0	5321206	2958380
363	363	16	3	0	98	3	0.6137	1247849	2413284	1788752
364	364	16	3	0	98	3	0.08284	178832	243073	185977
365	365	16	3	0	98	3	0.509	1163619	2044150	1447907
366	366	16	3	2			0.005077	0	1506	1075
367	367	16	3	0	96	2	0.4222	1006257	1632141	1154357
368	368	16	3	0	96	4	0.1541	366289	571474	442073
369	369	16	3	0	110	4	0.12	210680	398551	322877
370	370	16	3	0	93	4	0.2451	835356	827857	649790
371	371	16	3	0	82	2	0.362	603142	1481900	884899
372	372	16	3	0	84	2	0.2539	1198116	884369	736592
373	373	16	3	0	106	5	0.4346	675888	1659646	1249607
374	374	16	3	0	106	4	0.3417	1036728	1293435	1076149
375	375	16	3	0	95	2	11.12	36316401	33503658	28015222
376	376	16	3	0	95	3	0.1354	387028	478307	400200
377	377	16	3	0	102	3	0.5551	843293	2332290	1683158
378	378	16	3	0	89	2	0.3441	1384734	1299022	953784
379	379	16	3	0	101	4	0.0398	67228	77852	70926
380	380	16	3	0	105	4	0.2047	426527	800880	574795
381	381	16	3	0	102	3	0.8247	1832153	3272217	2688374
382	382	16	3	2			0.3672	0	1534050	969314
383	383	16	3	0	92	3	0.1424	477316	453986	408305
384	384	16	3	0	97	3	0.1305	241744	447783	335446
385	385	16	3	0	100	4	0.1079	245926	345316	249475
386	386	16	3	0	98	3	0.148	441137	511027	432251
387	387	16	3	0	92	1	0.5748	2153968	2138890	1712837
388	388	16	3	0	104	4	12.66	23663660	41898959	32106753
389	389	16	3	0	108	5	0.1627	234226	589974	439853
390	390	16	3	2			0.003577	0	1	0
391	391	16	3	0	112	4	2.338	2424116	9402856	6803578
392	392	16	3	0	100	4	0.142	382069	496565	418270
393	393	16	3	0	90	2	0.855	3502160	3288789	2841503
394	394	16	3	0	103	5	0.03763	62922	61204	52854
395	395	16	3	2			0.04212	0	100215	55533
396	396	16	3	2			0.004129	0	104	60
397	397	16	3	0	98	3	0.554	2311837	2047323	1757305
398	398	16	3	0	95	3	0.02003	19350	18724	19189
399	399	16	3	0	91	3	1.903	4380508	6867636	4924022
400	400	16	3	0	104	4	0.1113	176897	378310	283879
401	401	16	3	0	107	3	1.935	2838808	7328465	5304106
402	402	16	3	0	99	3	0.1246	401271	404187	343153
403	403	16	3	0	100	4	0.4492	1280753	1756996	1375273
404	404	16	3	2			0.008201	0	7048	3814
405	405	16	3	0	88	2	0.09076	379046	268889	231488
406	406	16	3	0	95	2	0.2058	838562	715012	606034
407	407	16	3	0	98	3	0.3328	981296	1286284	1006974
408	408	16	3	0	91	3	0.1776	605066	626955	495031
409	409	16	3	2			0.04134	0	96685	59891
410	410	16	3	0	95	4	0.03673	52306	60267	51552
411	411	16	3	0	96	3	0.5426	919292	2108747	1465983
412	412	16	3	0	103	3	0.1743	436526	624995	503044
413	413	16	3	0	91	2	1.613	4726510	6039494	4956557
414	414	16	3	0	96	3	0.08553	249172	245832	212492
415	415	16	3	0	101	3	2.561	6981317	8607840	6929376
416	416	16	3	0	98	3	0.3957	1220034	1474609	1237924
417	417	16	3	0	95	2	0.4215	1511227	1602994	1354297
418	418	16	3	0	110	5	0.05823	117062	146594	115236
419	419	16	3	2			0.004114	0	219	105
420	420	16	3	3			72.15	59336288	213722941	150000020
421	421	16	3	0	95	2	0.02925	31466	46335	40955
422	422	16	3	0	106	3	0.1875	486357	694742	589991
423	423	16	3	0	100	4	0.104	430621	298796	265691
424	424	16	3	2			0.01446	0	18441	10639
425	425	16	3	0	90	2	0.1217	428607	394986	344209
426	426	16	3	0	94	2	0.1185	334040	374715	303075
427	427	16	3	0	94	3	0.4682	839660	1825276	1341310
428	428	16	3	0	101	3	0.08856	156176	286985	221876
429	429	16	3	0	98	3	0.5168	1100783	2034063	1598706
430	430	16	3	0	91	2	0.18	762145	623126	504143
431	431	16	3	0	113	4	0.07999	168168	233262	187357
432	432	16	3	0	95	2	0.08038	268646	215960	190625
433	433	16	3	0	89	2	0.2286	1083834	792876	690264
434	434	16	3	0	104	4	0.7025	849209	2891436	1951104
435	435	16	3	0	95	3	0.1604	701627	537574	479809
436	436	16	3	0	106	5	0.6143	1363024	2371758	1818800
437	437	16	3	0	94	2	0.4768	1670817	1828453	1470946
438	438	16	3	0	109	6	0.104	113773	362306	278677
439	439	16	3	0	100	2	0.4865	596047	2012924	1424360
440	440	16	3	0	100	4	0.9356	1464291	3898718	2760750
441	441	16	3	0	103	3	0.2003	150132	808725	490005
442	442	16	3	0	88	2	0.09539	268819	277168	205378
443	443	16	3	2			1.318	0	5299643	2987426
444	444	16	3	2			0.01627	0	21704	13054
445	445	16	3	0	100	4	0.3531	616772	1406004	1031393
446	446	16	3	0	89	2	0.07121	125853	217275	165523
447	447	16	3	0	90	3	0.051	96593	99784	83932
448	448	16	3	0	98	2	0.4672	1801543	1714035	1418954
449	449	16	3	0	98	2	2.057	5007968	7710345	6243022
450	450	16	3	0	91	3	0.1104	280851	357437	289121
451	451	16	3	0	117	6	0.06388	155440	152160	136491
452	452	16	3	0	105	4	1.357	4183966	4999414	4042589
453	453	16	3	0	112	4	0.4961	207128	2059255	1248206
454	454	16	3	2			0.004237	0	502	243
455	455	16	3	0	104	3	0.4228	668713	1616496	1197933
456	456	16	3	0	93	3	0.1378	214599	490497	367825
457	457	16	3	2			0.004038	0	8	3
458	458	16	3	0	96	4	0.0448	65562	101702	79384
459	459	16	3	0	92	3	0.11	228277	354127	270679
460	460	16	3	0	97	3	0.3507	841600	1414151	1033877
461	461	16	3	0	95	3	0.303	1327296	1077953	943077
462	462	16	3	0	89	2	0.3856	1170712	1472431	1176381
463	463	16	3	2			0.1565	0	613521	343987
464	464	16	3	0	104	3	0.05753	68579	149012	123737
465	465	16	3	0	94	4	0.2068	712364	730969	584188
466	466	16	3	0	110	5	0.1425	81340	543339	346482
467	467	16	3	0	124	6	0.1624	31135	652610	381809
468	468	16	3	0	104	2	0.1264	135840	450616	310894
469	469	16	3	0	94	3	0.3811	895709	1473953	1090309
470	470	16	3	2			0.0037	0	1	0
471	471	16	3	2			0.004086	0	9	5
472	472	16	3	2			0.005226	0	1811	1132
473	473	16	3	2			0.005744	0	3620	2004
474	474	16	3	0	134	6	0.1876	126552	713613	513556
475	475	16	3	0	89	2	0.2533	647286	930929	715514
476	476	16	3	0	103	4	1.668	3795462	6258471	4892114
477	477	16	3	0	102	4	0.2521	1204892	840106	714101
478	478	16	3	0	100	3	0.2104	417881	772453	536565
479	479	16	3	2			0.03072	0	65202	37594
480	480	16	3	2			0.004029	0	23	15
481	481	16	3	0	100	3	0.1046	223239	356223	274693
482	482	16	3	0	98	3	0.6487	1659655	2516965	1877112
483	483	16	3	0	96	3	0.2456	671981	917155	732150
484	484	16	3	0	123	6	0.06234	12375	179644	113552
485	485	16	3	2			0.004041	0	39	15
486	486	16	3	0	93	3	2.009	6401966	7536463	5677762
487	487	16	3	0	98	2	1.32	2487120	5156288	3832779
488	488	16	3	0	92	3	0.5979	1991225	2274855	1796622
489	489	16	3	2			21.73	0	74375940	40932882
490	490	16	3	0	93	2	0.05128	100032	113823	90740
491	491	16	3	0	118	7	0.2056	100573	791956	490618
492	492	16	3	0	92	3	0.1364	363030	455213	357462
493	493	16	3	0	97	3	0.05522	113119	126389	104923
494	494	16	3	0	105	5	0.04468	42197	86482	64415
495	495	16	3	0	104	3	0.5943	1066420	2423958	1848793
496	496	16	3	0	92	3	0.5026	1818275	1847107	1505936
497	497	16	3	0	97	3	2.174	4175140	8239408	5603641
498	498	16	3	0	107	4	0.03456	25199	60136	44707
499	499	16	3	0	102	4	0.007909	1010	5732	3706
