row	seed	threads	draw	outcome	moves	passes	time	fringe	advances	mvtree
15311	15311	16	3	0	105	5	1.035	576532	4250384	2818863
15312	15312	16	3	0	104	4	0.6746	1113979	2655087	1962999
15313	15313	16	3	0	112	4	0.2455	682093	899448	711764
15314	15314	16	3	0	92	3	0.5397	1175222	2092438	1502850
15315	15315	16	3	2			13.99	0	48753071	26945724
15316	15316	16	3	0	94	3	0.9027	2885850	3300513	2549486
15317	15317	16	3	0	104	4	0.156	390436	536852	446291
15318	15318	16	3	0	109	4	1.096	1732178	4226711	3200913
15319	15319	16	3	0	93	3	2.605	7749952	8854706	7125019
15320	15320	16	3	0	124	7	0.08078	76528	245397	158464
15321	15321	16	3	0	108	3	0.09387	21190	318315	186264
15322	15322	16	3	0	96	3	0.6236	1890645	2363970	1934512
15323	15323	16	3	0	91	3	0.105	291604	338408	283247
15324	15324	16	3	0	94	2	0.7703	2524008	2818863	2269372
15325	15325	16	3	0	101	4	0.2275	307694	847887	575415
15326	15326	16	3	0	99	3	0.4722	1368272	1754657	1442845
15327	15327	16	3	0	119	6	0.06011	89273	139033	111128
15328	15328	16	3	2			0.546	0	2252489	1273116
15329	15329	16	3	0	95	4	0.04971	62890	106872	83850
15330	15330	16	3	0	122	5	0.0558	41552	135595	100997
15331	15331	16	3	2			5.799	0	21287106	12982489
15332	15332	16	3	0	110	5	0.1808	335122	649692	513211
15333	15333	16	3	2			0.004881	0	1610	954
15334	15334	16	3	0	95	3	2.244	7530125	7854812	5972000
15335	15335	16	3	0	95	2	0.8801	1412535	3500051	2448540
15336	15336	16	3	0	113	5	0.173	214170	637088	437752
15337	15337	16	3	0	92	2	0.3329	1570592	1185931	1003271
15338	15338	16	3	0	102	5	0.4513	1282826	1662076	1321288
15339	15339	16	3	0	90	2	0.4372	1932059	1478045	1333324
15340	15340	16	3	0	100	3	0.1014	165878	331777	228096
15341	15341	16	3	0	100	4	0.1117	327765	362447	298657
15342	15342	16	3	0	102	3	0.2076	301155	765273	544196
15343	15343	16	3	0	88	4	0.1472	454010	461316	386632
15344	15344	16	3	0	102	3	0.5652	1285328	2166872	1638306
15345	15345	16	3	0	95	4	0.5675	1349307	2261030	1614679
15346	15346	16	3	0	96	3	0.9296	2056803	3544057	2737050
15347	15347	16	3	0	92	4	0.1334	186711	462865	330371
15348	15348	16	3	0	84	3	0.1643	683769	498329	426428
15349	15349	16	3	0	95	2	1.608	4855645	6018591	4813007
15350	15350	16	3	0	100	4	0.1107	229802	365247	296646
15351	15351	16	3	0	100	4	0.07563	159810	212432	160811
15352	15352	16	3	0	91	2	0.1533	367879	509449	405767
15353	15353	16	3	2			0.004194	0	10	4
15354	15354	16	3	2			0.003646	0	1	0
15355	15355	16	3	0	98	3	3.885	6427173	14725421	10458930
15356	15356	16	3	0	103	3	1.138	2391357	4477293	3343609
15357	15357	16	3	0	103	3	0.5218	825660	2049934	1489641
15358	15358	16	3	0	103	3	0.4873	990577	1880189	1322870
15359	15359	16	3	0	94	3	0.05743	101614	127562	104021
15360	15360	16	3	0	96	2	0.3127	851119	1155065	887345
15361	15361	16	3	0	100	5	1.289	3693480	4405478	3098558
15362	15362	16	3	0	113	4	0.114	291359	366519	311008
15363	15363	16	3	2			0.01566	0	25621	14279
15364	15364	16	3	2			0.008795	0	9810	5888
15365	15365	16	3	0	96	3	0.2789	700638	1019183	810063
15366	15366	16	3	0	113	4	0.2107	307482	758524	537753
15367	15367	16	3	0	88	2	5.783	11624691	20024900	14282027
15368	15368	16	3	0	112	5	0.2979	401585	1165654	861284
15369	15369	16	3	2			0.1544	0	621170	371811
15370	15370	16	3	0	119	5	0.06162	92954	145174	123690
15371	15371	16	3	0	102	4	0.06492	123780	160610	129876
15372	15372	16	3	0	90	2	0.1771	571743	573754	455095
15373	15373	16	3	0	96	4	0.1717	629764	562743	506789
15374	15374	16	3	0	94	2	0.2808	889935	985711	844519
15375	15375	16	3	0	121	5	0.5488	766753	2153982	1542604
15376	15376	16	3	0	95	3	2.274	8831199	6941824	5967997
15377	15377	16	3	0	93	3	0.5765	1116337	2320639	1514952
15378	15378	16	3	0	101	4	0.05901	59329	145574	94830
15379	15379	16	3	0	100	3	0.6179	1665290	2264308	1780757
15380	15380	16	3	2			0.02925	0	61974	33064
15381	15381	16	3	0	130	8	0.1658	16627	602459	335231
15382	15382	16	3	2			0.004381	0	329	177
15383	15383	16	3	2			0.2618	0	1059736	607581
15384	15384	16	3	2			3.435	0	13426899	8168478
15385	15385	16	3	0	94	2	2.968	9742148	10160942	8384722
15386	15386	16	3	2			2.961	0	11473271	6631189
15387	15387	16	3	0	105	5	0.5132	760041	2033876	1437638
15388	15388	16	3	0	92	3	0.08861	217517	253848	199652
15389	15389	16	3	0	99	3	0.3468	1113379	1194750	957039
15390	15390	16	3	0	95	3	0.3559	1319110	1244147	1026633
15391	15391	16	3	0	100	3	0.1698	260513	600955	423359
15392	15392	16	3	0	88	2	0.2969	1509490	1000378	868389
15393	15393	16	3	0	103	3	0.5038	744215	2095761	1460518
15394	15394	16	3	0	105	3	1.212	2057770	4855170	3678750
15395	15395	16	3	0	101	3	0.9541	3214067	3588403	2982614
15396	15396	16	3	0	112	3	0.1234	80523	459317	313798
15397	15397	16	3	0	104	3	0.2165	541079	760458	591377
15398	15398	16	3	0	116	5	0.03845	23294	70039	49990
15399	15399	16	3	0	103	4	0.04478	55076	79553	62604
15400	15400	16	3	0	89	3	0.02553	23869	27104	22988
15401	15401	16	3	0	112	4	1.201	3462494	4473639	3679014
15402	15402	16	3	0	107	4	1.952	7356025	7136232	5923359
15403	15403	16	3	0	106	4	0.07929	340522	170485	161189
15404	15404	16	3	0	106	4	0.09012	192775	263758	204291
15405	15405	16	3	0	91	3	0.1151	235443	384454	298946
15406	15406	16	3	0	115	5	0.2265	548116	810207	705178
15407	15407	16	3	0	109	5	0.05205	36712	120361	87930
15408	15408	16	3	0	96	5	0.09598	153055	306588	226037
15409	15409	16	3	0	104	5	0.0476	81271	85204	74631
15410	15410	16	3	0	103	3	0.386	1237707	1475355	1185492
15411	15411	16	3	0	95	2	0.8861	3130002	3174568	2553575
15412	15412	16	3	2			0.7602	0	3059350	2048885
15413	15413	16	3	0	100	4	0.1866	475242	661067	509008
15414	15414	16	3	0	106	5	0.697	661376	2763541	1771073
15415	15415	16	3	0	107	3	1.017	1571268	4099749	3132738
15416	15416	16	3	0	103	4	0.1854	346001	680464	541086
15417	15417	16	3	0	88	3	0.05009	73859	98262	75781
15418	15418	16	3	0	87	2	0.2298	895605	801703	597900
15419	15419	16	3	0	96	3	0.0997	94178	331250	254383
15420	15420	16	3	0	112	5	0.209	265878	787969	565170
15421	15421	16	3	0	125	7	0.02696	4022	43111	28116
15422	15422	16	3	0	93	3	1.378	2214362	5503126	4210155
15423	15423	16	3	0	99	4	0.08628	236714	236270	196581
15424	15424	16	3	0	119	5	0.04161	1016	98848	61606
15425	15425	16	3	2			0.06792	0	188373	114520
15426	15426	16	3	0	90	5	0.4118	1056782	1552517	1193169
15427	15427	16	3	0	97	4	1.15	2589411	4416896	3091851
15428	15428	16	3	0	102	4	0.03376	18797	57818	46102
15429	15429	16	3	0	98	4	0.1316	223375	451842	355362
15430	15430	16	3	0	103	4	0.06632	30295	176867	112015
15431	15431	16	3	0	107	3	0.03159	17031	58798	37963
15432	15432	16	3	0	99	2	0.6158	1225425	2437414	1871971
15433	15433	16	3	0	103	3	0.4076	1317766	1473367	1238137
15434	15434	16	3	0	101	3	0.3803	723428	1463733	998604
15435	15435	16	3	0	124	6	0.01029	80	9944	5863
15436	15436	16	3	0	109	4	0.1092	121430	391190	292411
15437	15437	16	3	0	121	6	0.03905	14986	72207	50824
15438	15438	16	3	0	96	3	0.3986	1575511	1353190	1166855
15439	15439	16	3	2			3.844	0	15159620	8140579
15440	15440	16	3	0	114	5	0.1519	157573	547623	366974
15441	15441	16	3	2			0.1973	0	776611	426770
15442	15442	16	3	0	87	3	0.06181	108841	158835	124832
15443	15443	16	3	0	94	3	0.2137	375273	816663	571713
15444	15444	16	3	0	98	3	0.1376	202157	480972	347532
15445	15445	16	3	0	99	3	1.015	2417650	3835659	3083599
15446	15446	16	3	2			0.004652	0	636	398
15447	15447	16	3	0	94	1	0.7396	2629617	2825865	2268138
15448	15448	16	3	0	97	3	0.07316	92519	202141	139393
15449	15449	16	3	0	105	3	0.5548	795616	2218489	1398889
15450	15450	16	3	2			0.004196	0	55	25
15451	15451	16	3	0	100	4	0.2456	467840	911573	642408
15452	15452	16	3	0	94	4	0.2386	797023	814368	702053
15453	15453	16	3	0	96	2	1.864	6902787	6603899	5323519
15454	15454	16	3	2			2.812	0	11182228	6843699
15455	15455	16	3	0	112	5	0.02449	12489	34622	26759
15456	15456	16	3	0	89	3	0.3412	1489192	1235291	1026926
15457	15457	16	3	2			0.2907	0	1216945	700231
15458	15458	16	3	2			0.003761	0	1	0
15459	15459	16	3	0	108	4	0.4533	978359	1682901	1279656
15460	15460	16	3	0	95	3	0.4423	1342802	1638157	1269273
15461	15461	16	3	2			0.1572	0	557919	351696
15462	15462	16	3	0	105	4	0.1684	523898	554344	466889
15463	15463	16	3	0	102	4	0.2323	473823	871005	666341
15464	15464	16	3	0	95	3	13.09	43956058	37651344	30003046
15465	15465	16	3	0	91	3	0.06182	122145	157820	123549
15466	15466	16	3	0	106	3	0.2065	582226	732574	601524
15467	15467	16	3	0	84	3	0.06501	216954	153374	139615
15468	15468	16	3	0	108	4	0.2468	583277	931549	718456
15469	15469	16	3	2			0.004818	0	1130	651
15470	15470	16	3	2			0.007693	0	7306	4682
15471	15471	16	3	0	99	4	0.6775	1889930	2547494	1987526
15472	15472	16	3	0	122	5	0.06734	2481	205827	125669
15473	15473	16	3	0	102	3	0.2401	295543	891946	598164
15474	15474	16	3	0	99	3	28.33	47512722	85188102	64781444
15475	15475	16	3	0	94	2	2.067	5394093	7776839	5022915
15476	15476	16	3	0	107	4	0.1159	111153	395162	260122
15477	15477	16	3	0	97	3	1.625	3115417	6706097	4585245
15478	15478	16	3	0	89	2	0.07357	223820	194952	166154
15479	15479	16	3	0	100	4	1.561	4185248	5684088	4375870
15480	15480	16	3	0	93	2	9.36	16580186	31698169	22382045
15481	15481	16	3	0	94	2	0.4946	2067646	1776536	1475357
15482	15482	16	3	0	95	3	0.01481	12052	12607	12278
15483	15483	16	3	0	93	3	0.1456	820138	436736	397876
15484	15484	16	3	0	87	3	0.1068	338924	342869	281772
15485	15485	16	3	0	118	5	0.6768	1107967	2506376	1829362
15486	15486	16	3	0	98	3	0.5328	645467	2185419	1317309
15487	15487	16	3	0	93	2	0.1403	275858	474574	358958
15488	15488	16	3	0	114	4	0.03965	40992	63000	54813
15489	15489	16	3	2			0.05283	0	155815	81166
15490	15490	16	3	0	98	4	0.2165	677265	768570	613248
15491	15491	16	3	0	99	4	0.03301	48211	41370	38494
15492	15492	16	3	2			0.07051	0	214395	137516
15493	15493	16	3	0	88	3	0.04612	105301	69494	64998
15494	15494	16	3	0	107	3	0.08476	90867	259692	178687
15495	15495	16	3	2			0.004064	0	31	18
15496	15496	16	3	0	96	3	0.06659	100018	192781	145252
15497	15497	16	3	0	96	3	0.2119	378263	811225	601381
15498	15498	16	3	0	116	5	0.07355	104166	227586	162987
15499	15499	16	3	0	101	3	2.388	5763783	8932199	6703563
15500	15500	16	3	0	97	4	0.05771	89754	139485	117296
15501	15501	16	3	2			0.01228	0	14840	9003
15502	15502	16	3	0	99	3	0.09325	135313	302990	217752
15503	15503	16	3	0	126	7	0.1607	75866	601990	417829
15504	15504	16	3	0	119	7	0.03094	3381	59078	36751
15505	15505	16	3	0	100	3	0.2648	496667	997311	734578
15506	15506	16	3	0	95	3	0.915	1118249	3622562	2661244
15507	15507	16	3	2			2.652	0	10505575	6229192
15508	15508	16	3	0	97	3	0.03526	32479	61460	44097
15509	15509	16	3	0	102	3	0.4773	519816	1895588	1281735
15510	15510	16	3	0	105	4	0.1691	311173	587231	453971
15511	15511	16	3	0	102	5	0.1181	322751	372840	300716
15512	15512	16	3	0	92	3	1.52	5152324	5519367	4487294
15513	15513	16	3	0	102	4	0.1105	335026	314436	299539
15514	15514	16	3	0	87	2	0.08418	129370	254744	189228
15515	15515	16	3	0	121	5	0.8531	1345217	3384139	2523001
15516	15516	16	3	0	109	4	0.2665	359207	1074277	812555
15517	15517	16	3	0	90	2	0.3577	1231453	1254781	1023611
15518	15518	16	3	0	114	6	0.09028	164973	243834	180591
15519	15519	16	3	0	96	3	0.3861	759901	1499931	1119285
15520	15520	16	3	0	104	3	1.096	2782849	4215218	3499517
15521	15521	16	3	2			0.004214	0	14	8
15522	15522	16	3	0	121	6	0.02278	12038	29688	22927
15523	15523	16	3	0	86	3	0.0686	229363	168903	139172
15524	15524	16	3	0	103	4	0.1379	390200	452072	359100
15525	15525	16	3	0	102	3	0.4569	1248768	1739863	1299424
15526	15526	16	3	2			0.006518	0	3488	1869
15527	15527	16	3	0	105	4	0.1125	209913	385665	300812
15528	15528	16	3	2			1.192	0	5041552	3051902
15529	15529	16	3	0	99	3	2.817	6035989	10018136	7062911
15530	15530	16	3	0	91	4	1.576	3848242	5824418	4387529
15531	15531	16	3	0	116	7	0.3146	501329	1210402	884013
15532	15532	16	3	0	94	3	0.0716	268824	185692	168339
15533	15533	16	3	2			0.004129	0	20	8
15534	15534	16	3	0	107	4	0.1496	224883	562582	426909
15535	15535	16	3	0	109	5	0.1561	299961	634436	483334
15536	15536	16	3	0	90	2	0.4828	1763559	1759734	1543880
15537	15537	16	3	0	84	2	0.286	1538458	939090	837163
15538	15538	16	3	0	116	6	0.03158	31263	41325	34988
15539	15539	16	3	0	103	4	0.2291	301385	882870	580698
15540	15540	16	3	0	90	3	0.06055	90334	156893	113110
15541	15541	16	3	0	99	3	0.1051	217791	323092	242224
15542	15542	16	3	0	98	3	0.1889	619648	645194	541475
15543	15543	16	3	0	99	4	0.07128	85500	199974	137878
15544	15544	16	3	0	99	3	6.435	19387158	20170207	15704351
15545	15545	16	3	0	133	8	0.01593	10772	12209	9338
15546	15546	16	3	0	96	3	0.2977	670301	1121968	856186
15547	15547	16	3	0	115	5	0.0401	21426	87894	61001
15548	15548	16	3	2			0.003986	0	28	21
15549	15549	16	3	0	112	4	0.5763	900745	2344383	1713451
15550	15550	16	3	0	94	3	0.07093	190211	230515	195080
15551	15551	16	3	2			0.004206	0	10	4
15552	15552	16	3	2			0.007765	0	6334	3803
15553	15553	16	3	0	107	4	0.1951	558096	681400	570272
15554	15554	16	3	2			0.09228	0	302717	190676
15555	15555	16	3	0	91	3	0.1138	455013	349280	321376
15556	15556	16	3	0	118	5	1.596	532783	6308550	3353460
15557	15557	16	3	0	106	5	0.1708	174661	624789	433458
15558	15558	16	3	2			82.23	0	246970141	149549573
15559	15559	16	3	2			0.03928	0	92570	61413
15560	15560	16	3	0	90	3	0.1271	487991	399013	334969
15561	15561	16	3	2			0.1088	0	403845	250006
15562	15562	16	3	0	97	3	0.03746	63278	58894	50216
15563	15563	16	3	0	101	3	0.2307	673692	859361	708289
15564	15564	16	3	0	99	3	0.1478	372214	496156	384206
15565	15565	16	3	0	98	3	0.3983	727906	1632312	1066427
15566	15566	16	3	0	94	3	0.4634	1681151	1718365	1377514
15567	15567	16	3	0	98	4	0.3025	1201994	1089957	925597
15568	15568	16	3	2			0.004166	0	220	119
15569	15569	16	3	0	96	3	0.1942	447434	684818	562440
15570	15570	16	3	0	98	3	0.09405	204873	276587	212881
15571	15571	16	3	0	98	3	0.6783	2504157	2409435	1907120
15572	15572	16	3	2			0.03044	0	62827	35361
15573	15573	16	3	2			0.02555	0	52136	29196
15574	15574	16	3	2			0.003629	0	1	0
15575	15575	16	3	0	90	2	0.5013	2021207	1911318	1463678
15576	15576	16	3	0	95	2	0.1808	512670	647945	536739
15577	15577	16	3	2			0.00397	0	3	3
15578	15578	16	3	2			0.1842	0	780759	457519
15579	15579	16	3	0	112	4	0.764	1296883	3052879	2252183
15580	15580	16	3	0	102	2	2.374	3461922	9453398	6318575
15581	15581	16	3	0	96	2	0.04941	89499	92862	78234
15582	15582	16	3	0	96	3	0.4237	709557	1616050	1167224
15583	15583	16	3	0	94	4	0.02425	20941	27220	22529
15584	15584	16	3	0	106	5	0.06279	46714	163980	110496
15585	15585	16	3	0	101	2	3.212	4964901	12084867	8770044
15586	15586	16	3	0	98	2	0.1898	398998	713212	519352
15587	15587	16	3	0	94	3	0.6571	1846704	2492946	1985285
15588	15588	16	3	0	114	6	0.08801	119944	285490	206018
15589	15589	16	3	0	104	5	0.05297	37288	127324	83650
15590	15590	16	3	0	92	3	0.1252	357119	401900	333977
15591	15591	16	3	0	123	7	0.02232	13552	24956	20615
15592	15592	16	3	2			1.215	0	4982408	3360766
15593	15593	16	3	0	99	4	0.7954	3467401	2895014	2571310
15594	15594	16	3	0	94	3	0.5492	2147880	1998720	1680774
15595	15595	16	3	0	101	4	4.628	12458767	15532454	11842166
15596	15596	16	3	0	104	5	0.06725	106918	175499	148376
15597	15597	16	3	0	101	3	0.07529	258764	186529	174459
15598	15598	16	3	0	89	2	0.1001	456064	270675	244229
15599	15599	16	3	0	106	3	0.2277	146379	912326	622361
15600	15600	16	3	0	104	3	2.679	3101366	10660042	7243910
15601	15601	16	3	2			1.057	0	4284851	2607274
15602	15602	16	3	0	95	4	0.2546	620244	904932	672450
15603	15603	16	3	0	93	2	0.8652	2929249	3103366	2549930
15604	15604	16	3	0	97	4	0.144	386284	457973	358227
15605	15605	16	3	2			0.004098	0	8	3
15606	15606	16	3	0	97	3	0.1077	303920	330293	260969
15607	15607	16	3	0	99	4	1.22	3322130	4502663	3396746
15608	15608	16	3	0	108	4	0.08743	237421	243217	209902
15609	15609	16	3	0	102	4	0.1867	492036	650796	526807
15610	15610	16	3	0	96	3	0.4282	1179676	1614042	1216597
15611	15611	16	3	0	102	4	1.643	4154562	6187235	4571025
15612	15612	16	3	0	100	4	0.5559	1237181	2122368	1519187
15613	15613	16	3	0	100	3	0.5743	1329872	2133095	1647752
15614	15614	16	3	2			0.1295	0	496822	299658
15615	15615	16	3	0	86	4	0.2211	740820	762839	605409
15616	15616	16	3	0	89	3	0.4421	2061673	1546457	1352422
15617	15617	16	3	0	92	3	0.7096	2203674	2704653	2149933
15618	15618	16	3	0	123	5	0.09385	44053	323945	210058
15619	15619	16	3	0	114	6	0.01344	4397	13933	10956
15620	15620	16	3	0	100	4	0.09971	166116	309552	231434
15621	15621	16	3	0	100	4	0.1279	185335	445061	328558
15622	15622	16	3	0	105	4	0.04933	21956	121785	79486
15623	15623	16	3	2			2.081	0	8344004	4463705
15624	15624	16	3	0	107	5	0.09937	212675	293326	237557
15625	15625	16	3	0	95	3	0.3543	612655	1421726	905115
15626	15626	16	3	0	90	2	4.077	15948723	13482351	11138196
15627	15627	16	3	0	100	3	0.3671	523516	1450491	1105820
15628	15628	16	3	0	96	3	0.2013	668282	698655	562909
15629	15629	16	3	0	102	3	0.3156	649180	1174385	924523
15630	15630	16	3	0	96	3	0.08747	131164	248857	178968
15631	15631	16	3	0	89	2	1.279	3612833	4569136	3274034
15632	15632	16	3	0	112	5	0.7214	899466	2929226	2066791
15633	15633	16	3	0	95	3	0.1229	324352	384340	319727
15634	15634	16	3	0	99	3	0.338	948015	1260857	1097977
15635	15635	16	3	0	100	4	0.4736	1059088	1875272	1405047
15636	15636	16	3	0	99	4	0.7895	2413326	3018307	2429501
15637	15637	16	3	0	112	4	0.4111	398129	1615273	1116969
15638	15638	16	3	2			2.844	0	11677774	7129831
15639	15639	16	3	0	117	5	0.3945	568200	1522673	1151993
15640	15640	16	3	2			0.004134	0	24	10
15641	15641	16	3	0	93	4	0.06971	216710	155956	131287
15642	15642	16	3	0	98	3	0.1421	296433	509662	379650
15643	15643	16	3	0	90	2	0.2742	593862	984158	806629
15644	15644	16	3	2			0.05665	0	164434	111753
15645	15645	16	3	0	103	5	0.02473	27562	31713	28568
15646	15646	16	3	0	101	3	1.024	3887211	3648272	2947423
15647	15647	16	3	0	105	3	6.397	13751619	21184560	15728691
15648	15648	16	3	2			0.02722	0	53791	31909
15649	15649	16	3	0	106	4	0.3168	509743	1287695	973579
15650	15650	16	3	2			0.004054	0	36	23
15651	15651	16	3	0	93	3	0.1136	267919	387942	302548
15652	15652	16	3	0	107	5	0.2092	74393	856512	526070
15653	15653	16	3	0	98	4	0.3243	644591	1197971	871906
15654	15654	16	3	0	83	2	0.07221	231403	178600	151431
15655	15655	16	3	0	96	3	0.1242	513820	374754	326634
15656	15656	16	3	0	93	2	0.4673	697617	1842484	1298845
15657	15657	16	3	0	92	3	1.102	2661764	4319288	2812518
15658	15658	16	3	2			0.7327	0	3160448	1867202
15659	15659	16	3	0	120	6	0.04663	12524	107457	73322
15660	15660	16	3	0	110	4	0.15	206318	507721	370800
15661	15661	16	3	0	96	2	0.06997	153518	171168	142350
15662	15662	16	3	0	91	3	0.09993	415381	279181	260810
15663	15663	16	3	0	99	3	0.3995	1088481	1487861	1124391
15664	15664	16	3	0	86	2	0.212	779282	734201	613088
15665	15665	16	3	0	100	3	0.9169	3031847	3335430	2646228
15666	15666	16	3	0	107	5	0.04807	54618	91945	75502
15667	15667	16	3	2			0.004827	0	78	61
15668	15668	16	3	2			0.05247	0	144830	83447
15669	15669	16	3	0	93	3	0.8851	3700374	3209129	2834173
15670	15670	16	3	0	99	3	0.05788	85010	131007	97067
15671	15671	16	3	0	103	4	0.5011	1203805	1908189	1516870
15672	15672	16	3	0	85	1	0.7989	2580899	2885075	2193198
15673	15673	16	3	2			1.281	0	5162829	3007954
15674	15674	16	3	0	91	3	0.3927	1191763	1484336	1356974
15675	15675	16	3	0	109	4	0.1622	103042	611955	386519
15676	15676	16	3	0	113	4	0.1865	327973	650467	474606
15677	15677	16	3	0	97	4	0.2095	696656	710054	555828
15678	15678	16	3	2			0.03934	0	95619	49534
15679	15679	16	3	0	108	4	0.1074	188254	337702	265428
15680	15680	16	3	0	109	3	0.1081	210111	335503	269392
15681	15681	16	3	0	107	4	0.3126	405960	1270301	921788
15682	15682	16	3	0	96	3	0.06556	194147	149071	128365
15683	15683	16	3	2			0.004173	0	135	77
15684	15684	16	3	0	99	3	0.3822	1027916	1423432	1137552
15685	15685	16	3	0	119	5	0.1139	196514	343761	267160
15686	15686	16	3	2			0.01563	0	19801	12668
15687	15687	16	3	0	96	3	5.941	13926072	19053719	14140197
15688	15688	16	3	0	104	4	5.139	12077841	18150536	13777063
15689	15689	16	3	0	89	3	2.424	11512169	7445451	6471691
15690	15690	16	3	0	95	3	0.09351	211231	289495	236119
15691	15691	16	3	0	101	4	1.131	2432798	4444625	3264961
15692	15692	16	3	0	105	4	0.01646	5977	21330	15344
15693	15693	16	3	0	101	3	0.8478	2976230	3029717	2459735
15694	15694	16	3	0	99	3	0.117	258782	386857	273353
15695	15695	16	3	0	112	6	0.07772	92497	229247	169402
15696	15696	16	3	0	107	4	0.8035	1837918	3152948	2060691
15697	15697	16	3	0	95	2	1.118	2807407	4259130	3234479
15698	15698	16	3	2			0.01014	0	10384	6478
15699	15699	16	3	0	97	3	0.4178	1505888	1503120	1220339
15700	15700	16	3	0	95	4	0.05336	80679	135899	103125
15701	15701	16	3	0	109	4	0.1745	386491	584947	432359
15702	15702	16	3	0	109	5	0.03778	40099	59348	53300
15703	15703	16	3	0	102	3	3.974	4490355	14738648	9217990
15704	15704	16	3	0	113	6	0.1301	114901	483123	359066
15705	15705	16	3	0	96	3	1.2	4000389	4232242	3508006
15706	15706	16	3	0	117	6	0.05742	40186	152141	101400
15707	15707	16	3	0	99	4	0.02506	27847	24147	19988
15708	15708	16	3	0	92	4	0.9268	2443634	3443446	2492375
15709	15709	16	3	0	92	3	0.09609	378526	268800	227121
15710	15710	16	3	0	98	3	0.2293	648572	796312	661598
15711	15711	16	3	0	100	3	1.328	3577718	4907692	3917875
15712	15712	16	3	2			1.01	0	3946125	2556593
15713	15713	16	3	0	89	2	0.7143	3758505	2430690	2119797
15714	15714	16	3	0	108	6	0.2436	490898	890492	655989
15715	15715	16	3	0	95	4	0.3389	1245920	1185771	957631
15716	15716	16	3	0	92	3	0.05214	106635	110338	93518
15717	15717	16	3	2			0.004714	0	799	512
15718	15718	16	3	0	97	3	0.7833	1445476	3087680	2138300
15719	15719	16	3	0	102	3	0.7201	2023342	2706473	2130663
15720	15720	16	3	0	96	3	0.1179	309171	365344	326283
15721	15721	16	3	2			0.01345	0	17846	10474
15722	15722	16	3	0	116	5	0.03026	10739	47847	34439
15723	15723	16	3	0	94	2	1.55	3944561	5729963	4501142
15724	15724	16	3	0	100	4	0.0302	37714	37597	35014
15725	15725	16	3	0	103	3	0.741	1492694	2906219	2345055
15726	15726	16	3	0	109	4	0.5908	1284572	2271431	1881857
15727	15727	16	3	0	99	4	0.0706	122863	200710	169408
15728	15728	16	3	0	98	4	0.1386	258005	495921	381345
15729	15729	16	3	0	103	4	3.561	8809772	12744672	10099890
15730	15730	16	3	0	102	3	0.6167	1689666	2420531	1975410
15731	15731	16	3	2			14.95	0	55219437	31074205
15732	15732	16	3	0	92	2	0.1045	271127	331193	256330
15733	15733	16	3	0	92	2	0.4681	1020813	1906945	1216794
15734	15734	16	3	0	92	2	0.09196	342014	239058	213996
15735	15735	16	3	0	125	7	0.05788	39270	117448	72800
15736	15736	16	3	0	116	4	0.223	153404	884080	541669
15737	15737	16	3	0	93	3	0.1374	256624	466502	328444
15738	15738	16	3	0	91	3	0.2661	1118039	898688	676176
15739	15739	16	3	2			1.552	0	6182112	4092005
15740	15740	16	3	0	91	3	0.03386	44055	50435	42639
15741	15741	16	3	0	90	3	1.071	2747498	4086239	3006560
15742	15742	16	3	0	110	6	0.05214	83895	116775	95963
15743	15743	16	3	2			2.04	0	8224719	4597643
15744	15744	16	3	0	114	5	0.2648	144543	1089606	709051
15745	15745	16	3	0	101	3	0.6928	1149429	2730764	2097902
15746	15746	16	3	2			0.007125	0	4807	2499
15747	15747	16	3	0	118	5	0.03182	25462	43912	36404
15748	15748	16	3	0	107	4	0.03917	8532	82529	49840
15749	15749	16	3	0	100	3	0.1498	387554	493710	401016
15750	15750	16	3	0	92	3	0.1028	254504	317472	275973
15751	15751	16	3	2			0.004485	0	3	0
15752	15752	16	3	0	96	3	0.01666	6820	19522	14043
15753	15753	16	3	0	100	3	1.044	2442871	4071405	3078192
15754	15754	16	3	2			0.08119	0	277269	156327
15755	15755	16	3	0	92	3	0.6083	2340746	2174479	1744592
15756	15756	16	3	0	115	5	0.06606	26818	206880	129647
15757	15757	16	3	0	108	4	0.1292	149748	463190	293393
15758	15758	16	3	2			0.4905	0	1998161	1173161
15759	15759	16	3	2			0.004747	0	407	271
15760	15760	16	3	2			0.01903	0	26806	16022
15761	15761	16	3	0	94	3	0.09079	282223	262861	234778
15762	15762	16	3	0	92	3	0.1917	846985	607688	546715
15763	15763	16	3	0	86	2	0.04713	115952	75580	67326
15764	15764	16	3	0	86	3	0.09428	313588	271255	243997
15765	15765	16	3	0	115	5	0.2707	419242	1044235	742236
15766	15766	16	3	0	99	3	0.06395	125425	171257	126912
15767	15767	16	3	2			3.406	0	13770474	7781205
15768	15768	16	3	0	86	2	0.1571	602749	506856	432675
15769	15769	16	3	0	93	4	0.1071	181049	348607	292125
15770	15770	16	3	0	100	4	0.09133	301529	255114	220103
15771	15771	16	3	0	96	3	0.2881	689802	1060535	838801
15772	15772	16	3	0	103	4	0.3978	514196	1543850	1111232
15773	15773	16	3	0	103	3	0.1704	399351	588382	492769
15774	15774	16	3	2			1.837	0	7080851	4208038
15775	15775	16	3	0	91	4	0.03071	37781	39671	36019
15776	15776	16	3	0	106	3	0.852	1325222	3253323	2230845
15777	15777	16	3	0	89	3	0.01922	21667	13796	12427
